Student Number,Grade,Total Units,Avoided Time Slot,Selected Course 1,Selected Course 2,Selected Course 3,Success
65,4,8,3,001-SEM (1521),006-SEM (1198),001-SEM (1537),1
66,4,10,3,001-SEM (1113),002-SEM (1476),016-SEM (1452),1
67,4,10,4,001-SEM (1067),001-LEC (1370),001-LEC (1064),1
68,4,10,2,001-SEM (1052),001-LEC (1302),001-SEM (1479),1
69,4,8,2,011-SEM (1447),001-SEM (1350),001-SEM (1111),1
70,4,8,3,001-SEM (1109),001-SEM (1080),NA,1
71,4,8,2,001-SEM (1346),001-LEC (1568),NA,1
72,4,10,4,003-LEC (1385),001-SEM (1067),001-SEM (1367),1
73,4,8,1,001-LEC (1398),022-SEM (1458),001-SEM (1099),1
74,4,8,5,021-SEM (1457),007-SEM (1443),025-SEM (1461),1
75,4,8,2,001-LEC (1568),001-SEM (1128),NA,1
76,4,10,4,014-SEM (1184),003-SEM (1439),007-SEM (1491),1
77,4,10,3,004-SEM (1056),001-SEM (1521),016-SEM (1452),1
78,4,8,1,001-LEC (1403),010-SEM (1446),002-SEM (1393),1
79,4,10,2,001-SEM (1048),007-SEM (1491),001-LEC (1061),1
80,4,8,4,001-LEC (1348),001-LEC (1389),NA,1
81,4,10,1,001-SEM (1125),001-SEM (1480),005-SEM (1489),1
82,4,10,5,006-SEM (1490),001-LEC (1126),002-SEM (1092),1
83,4,10,3,006-SEM (1490),001-SEM (1108),001-SEM (1078),1
84,4,8,2,001-SEM (1409),001-SEM (1121),NA,1
85,4,10,1,001-LEC (1373),002-SEM (1060),001-SEM (1054),1
86,4,8,5,002-SEM (1486),003-SEM (1527),003-LEC (1354),1
87,4,10,1,001-SEM (1054),022-SEM (1192),002-SEM (1123),1
88,4,10,1,007-SEM (1201),001-SEM (1359),005-SEM (1441),1
89,4,8,3,004-SEM (1440),001-SEM (1381),001-SEM (1116),1
90,4,10,1,001-SEM (1480),003-LEC (1354),001-SEM (1115),1
91,4,8,1,006-SEM (1510),004-SEM (1936),001-SEM (1081),1
92,4,8,5,001-SEM (1079),002-SEM (1474),001-LEC (1568),1
93,4,10,4,002-SEM (1557),001-SEM (1485),002-SEM (1486),1
94,4,10,3,001-SEM (1346),001-SEM (1556),001-SEM (1113),1
95,4,8,5,001-SEM (1382),001-SEM (1114),NA,1
96,4,10,2,001-LEC (1302),001-SEM (1122),001-SEM (1525),1
97,4,8,4,001-LEC (1064),001-SEM (1345),NA,1
98,4,10,2,025-SEM (1461),001-LEC (1312),001-SEM (1118),1
99,4,8,1,002-SEM (1060),001-LEC (1398),NA,1
100,4,8,3,002-SEM (1074),025-SEM (1461),001-SEM (1067),1
101,4,8,2,001-SEM (1125),002-SEM (1470),001-LEC (1302),1
102,4,8,5,002-SEM (1476),001-SEM (1082),005-SEM (1509),1
103,4,8,5,001-SEM (1101),014-SEM (1184),NA,1
104,4,8,3,002-SEM (1318),001-SEM (1088),NA,1
105,4,8,5,023-SEM (1459),002-LEC (1352),001-SEM (1051),1
106,4,10,1,001-SEM (1082),001-SEM (1501),006-SEM (1442),1
107,4,8,5,018-SEM (1188),005-SEM (1199),NA,1
108,4,8,2,001-SEM (1343),001-SEM (1125),NA,1
109,4,10,5,001-SEM (1406),003-SEM (1377),014-SEM (1450),1
110,4,10,5,002-SEM (1825),001-SEM (1082),026-SEM (1462),1
111,4,10,3,019-SEM (1455),008-SEM (1444),002-SEM (1827),1
112,4,8,3,001-LEC (1349),001-LEC (1068),NA,1
113,4,10,2,001-SEM (1128),001-LEC (1302),001-LEC (1398),1
114,4,8,1,001-SEM (1082),002-SEM (1414),001-SEM (1392),1
115,4,8,3,006-SEM (1090),001-SEM (1342),NA,1
116,4,8,1,001-SEM (1409),001-LEC (1398),NA,1
117,4,8,5,001-SEM (1055),001-SEM (1934),002-SEM (1470),1
118,4,8,2,001-SEM (1112),013-SEM (1183),NA,1
119,4,10,2,001-SEM (1105),001-SEM (1063),001-SEM (1407),1
120,4,10,4,002-SEM (1087),001-SEM (1063),001-LEC (1068),1
121,4,8,3,001-SEM (1119),001-SEM (1531),020-SEM (1456),1
122,4,8,5,001-LEC (1068),019-SEM (1189),NA,1
123,4,8,3,017-SEM (1453),001-SEM (1128),022-SEM (1458),1
124,4,10,1,001-SEM (1376),002-SEM (1332),001-SEM (1501),1
125,4,10,2,002-SEM (1474),001-SEM (1395),024-SEM (1194),1
126,4,10,1,001-SEM (1108),024-SEM (1194),001-SEM (1083),1
127,4,10,1,001-SEM (1326),002-LEC (1352),019-SEM (1189),1
128,4,8,5,010-SEM (1446),001-SEM (1063),002-SEM (1484),1
129,4,8,3,001-SEM (1053),001-SEM (1097),NA,1
130,4,10,5,004-LEC (1305),003-LEC (1354),001-SEM (1382),1
131,4,10,4,001-SEM (1559),001-SEM (1350),001-LEC (1324),1
132,4,8,2,001-SEM (1121),001-SEM (1053),NA,1
133,4,8,4,002-SEM (1484),001-LEC (1302),006-LEC (1396),1
134,4,8,4,002-SEM (1365),008-SEM (1512),002-SEM (1311),1
135,4,10,4,001-SEM (1345),001-LEC (1064),001-SEM (1326),1
136,4,8,2,004-SEM (1508),001-SEM (1535),001-SEM (1485),1
137,4,8,1,006-SEM (1198),002-SEM (1474),001-SEM (1406),1
138,4,10,2,002-SEM (1311),001-SEM (1113),001-SEM (1128),1
139,4,10,3,001-SEM (1537),002-SEM (1095),002-SEM (1318),1
140,4,10,3,001-SEM (1537),005-SEM (1199),010-SEM (1446),1
141,4,8,3,002-SEM (1086),001-SEM (1391),NA,1
142,4,8,5,001-SEM (1088),002-SEM (1506),002-SEM (1476),1
143,4,10,5,001-LEC (1312),001-SEM (1381),002-SEM (1073),1
144,4,8,1,002-SEM (1074),001-SEM (1480),003-SEM (1527),1
145,4,10,4,001-SEM (1085),014-SEM (1184),006-SEM (1090),1
146,4,8,1,001-LEC (1403),001-SEM (1112),NA,1
147,4,8,3,001-SEM (1376),001-SEM (1048),NA,1
148,4,8,2,001-SEM (1114),001-SEM (1128),NA,1
149,4,8,1,001-SEM (1096),008-SEM (1492),002-SEM (1123),1
150,4,10,5,001-SEM (1559),001-SEM (1531),002-SEM (1472),1
151,4,10,4,001-LEC (1370),001-SEM (1485),001-SEM (1413),1
152,4,10,1,001-SEM (1390),024-SEM (1460),022-SEM (1458),1
153,4,10,2,002-SEM (1526),007-SEM (1443),002-SEM (1506),1
154,4,10,4,005-LEC (1307),001-LEC (1312),020-SEM (1190),1
155,4,8,2,023-SEM (1193),001-SEM (1109),NA,1
156,4,8,5,008-SEM (1444),001-SEM (1112),002-SEM (1129),1
157,4,10,1,001-SEM (1535),001-SEM (1054),001-LEC (1337),1
158,4,8,5,005-SEM (1489),001-SEM (1376),002-SEM (1825),1
159,4,10,2,001-SEM (1048),001-SEM (1406),016-SEM (1452),1
160,4,10,5,006-SEM (1510),001-SEM (1394),001-LEC (1403),1
161,4,10,1,001-SEM (1535),001-SEM (1480),002-LEC (1352),1
162,4,10,5,002-SEM (1311),001-SEM (1556),001-LEC (1389),1
163,4,10,3,016-SEM (1186),001-SEM (1406),004-SEM (1508),1
164,4,8,4,001-SEM (1052),001-SEM (1341),NA,1
165,4,8,3,001-SEM (1104),001-LEC (1064),NA,1
166,4,8,1,021-SEM (1191),002-SEM (1123),NA,1
167,4,10,1,001-SEM (1524),001-SEM (1382),002-SEM (1474),1
168,4,8,1,003-LEC (1354),001-SEM (1521),026-SEM (1462),1
169,4,8,4,005-SEM (1441),001-SEM (1390),001-LEC (1061),1
170,4,10,1,001-SEM (1115),008-SEM (1512),001-SEM (1391),1
171,4,8,2,001-SEM (1063),001-LEC (1029),NA,1
172,4,8,4,002-SEM (1484),003-LEC (1354),001-SEM (1052),1
173,4,8,1,001-SEM (1098),010-SEM (1446),016-SEM (1186),1
174,4,8,4,001-LEC (1320),002-SEM (1393),NA,1
175,4,8,3,001-SEM (1114),001-SEM (1556),002-SEM (1472),1
176,4,10,5,016-SEM (1186),022-SEM (1458),001-LEC (1061),1
177,4,10,3,020-SEM (1456),001-SEM (1113),001-SEM (1537),1
178,4,10,5,001-SEM (1327),017-SEM (1453),003-LEC (1354),1
179,4,10,2,001-SEM (1065),001-SEM (1934),001-SEM (1106),1
180,4,10,1,001-SEM (1101),001-SEM (1118),023-SEM (1459),1
181,4,10,2,001-SEM (1541),001-SEM (1485),001-SEM (1934),1
182,4,8,2,006-SEM (1442),007-SEM (1443),001-SEM (1054),1
183,4,10,5,001-SEM (1048),013-SEM (1183),005-SEM (1059),1
184,4,8,1,001-SEM (1119),001-SEM (1531),001-SEM (1359),1
185,4,8,5,001-SEM (1079),001-SEM (1406),NA,1
186,4,8,4,007-SEM (1201),001-LEC (1348),NA,1
187,4,10,1,005-SEM (1489),002-SEM (1123),001-SEM (1358),1
188,4,10,2,007-SEM (1491),001-SEM (1105),024-SEM (1194),1
189,4,8,3,006-SEM (1090),001-SEM (1358),NA,1
190,4,8,4,001-SEM (1382),021-SEM (1457),005-LEC (1307),1
191,4,10,2,019-SEM (1189),004-SEM (1056),009-SEM (1445),1
192,4,8,2,001-SEM (1048),001-SEM (1054),NA,1
193,4,8,3,001-SEM (1479),005-SEM (1509),017-SEM (1453),1
194,4,10,1,001-LEC (1320),001-LEC (1403),001-SEM (1395),1
195,4,10,1,015-SEM (1185),020-SEM (1190),001-SEM (1099),1
196,4,8,2,001-SEM (1065),002-SEM (1311),NA,1
197,4,10,1,001-SEM (1054),004-SEM (1488),001-SEM (1075),1
198,4,8,2,001-SEM (1525),001-LEC (1398),001-SEM (1410),1
199,4,10,1,001-LEC (1320),002-SEM (1365),001-SEM (1119),1
200,4,8,1,001-SEM (1382),002-SEM (1474),002-SEM (1332),1
201,4,10,5,001-SEM (1382),001-SEM (1342),013-SEM (1449),1
202,4,10,3,006-LEC (1396),015-SEM (1451),006-SEM (1490),1
203,4,8,2,020-SEM (1190),002-SEM (1476),001-SEM (1410),1
204,4,10,4,001-SEM (1367),005-SEM (1059),019-SEM (1455),1
205,4,8,5,001-SEM (1327),003-LEC (1354),NA,1
206,4,8,4,001-SEM (1384),001-LEC (1302),NA,1
207,4,10,4,001-SEM (1065),002-SEM (1092),001-SEM (1076),1
208,4,8,5,002-SEM (1129),001-SEM (1104),NA,1
209,4,10,4,001-SEM (1101),002-SEM (1393),001-SEM (1413),1
210,4,10,3,021-SEM (1191),001-SEM (1505),001-SEM (1382),1
211,4,8,3,007-SEM (1443),001-SEM (1413),001-SEM (1096),1
212,4,10,5,001-SEM (1097),006-SEM (1510),008-SEM (1444),1
213,4,8,1,002-SEM (1484),001-SEM (1076),001-SEM (1111),1
214,4,10,1,001-SEM (1082),022-SEM (1192),001-SEM (1531),1
215,4,10,1,009-SEM (1445),001-SEM (1376),001-SEM (1535),1
216,4,8,5,018-SEM (1454),002-SEM (1476),004-SEM (1056),1
217,4,8,4,001-SEM (1485),006-SEM (1090),019-SEM (1189),1
218,4,10,1,021-SEM (1191),008-SEM (1512),013-SEM (1449),1
219,4,10,1,001-SEM (1391),001-SEM (1083),001-LEC (1126),1
220,4,8,1,002-SEM (1074),002-SEM (1318),NA,1
221,4,8,1,001-LEC (1337),001-SEM (1541),NA,1
222,4,8,2,002-SEM (1484),001-LEC (1312),008-SEM (1202),1
223,4,10,3,007-SEM (1201),001-SEM (1109),003-SEM (1527),1
224,4,8,1,003-SEM (1377),001-SEM (1390),NA,1
225,4,8,3,015-SEM (1451),001-SEM (1113),001-SEM (1054),1
226,4,8,5,001-LEC (1403),001-SEM (1404),NA,1
227,4,8,5,013-SEM (1183),001-SEM (1342),NA,1
228,4,10,3,022-SEM (1192),002-SEM (1393),001-SEM (1048),1
229,4,8,4,003-SEM (1507),002-SEM (1311),001-SEM (1076),1
230,4,10,5,001-SEM (1556),001-SEM (1054),002-SEM (1073),1
231,4,10,2,001-SEM (1479),021-SEM (1191),015-SEM (1451),1
232,4,8,3,001-SEM (1063),001-LEC (1303),NA,1
233,4,8,1,001-SEM (1504),001-SEM (1122),002-SEM (1093),1
234,4,8,3,008-SEM (1202),003-SEM (1487),006-SEM (1090),1
235,4,10,1,020-SEM (1456),001-SEM (1128),001-SEM (1525),1
236,4,10,1,002-SEM (1414),001-SEM (1121),006-SEM (1490),1
237,4,8,2,001-SEM (1113),020-SEM (1190),NA,1
238,4,10,1,006-SEM (1442),001-SEM (1121),018-SEM (1188),1
239,4,10,5,001-SEM (1343),002-SEM (1526),001-SEM (1482),1
240,4,10,1,001-SEM (1361),001-SEM (1108),016-SEM (1186),1
241,4,10,5,001-SEM (1327),001-SEM (1480),016-SEM (1452),0
242,4,8,2,001-SEM (1367),001-SEM (1521),016-SEM (1452),1
243,4,10,3,005-LEC (1307),001-SEM (1116),008-SEM (1444),1
244,4,8,1,005-SEM (1199),001-SEM (1359),NA,1
245,4,8,5,001-SEM (1410),002-SEM (1365),NA,1
246,4,8,2,012-SEM (1448),002-SEM (1405),013-SEM (1449),1
247,4,8,1,002-SEM (1486),003-SEM (1527),001-LEC (1349),1
248,4,10,2,001-SEM (1521),001-LEC (1568),004-SEM (1056),1
249,4,10,2,009-SEM (1445),012-SEM (1448),005-SEM (1199),1
250,4,10,1,006-SEM (1510),007-SEM (1491),002-SEM (1393),1
251,4,10,1,009-SEM (1445),010-SEM (1446),004-SEM (1488),1
252,4,10,2,001-SEM (1124),007-SEM (1443),002-SEM (1825),1
253,4,10,1,001-SEM (1088),001-SEM (1108),008-SEM (1202),1
254,4,8,5,004-LEC (1305),002-SEM (1526),001-SEM (1410),1
255,4,10,1,007-SEM (1201),002-SEM (1365),001-SEM (1541),1
256,4,8,4,018-SEM (1454),002-SEM (1414),001-SEM (1050),1
257,4,10,4,009-SEM (1445),001-LEC (1068),002-LEC (1352),1
258,4,8,1,001-SEM (1541),005-SEM (1509),002-SEM (1086),1
259,4,10,5,002-LEC (1352),019-SEM (1455),003-SEM (1507),1
260,4,8,3,023-SEM (1459),004-SEM (1508),001-SEM (1051),1
261,4,8,1,001-SEM (1124),025-SEM (1461),001-LEC (1324),1
262,4,8,4,005-SEM (1489),014-SEM (1184),001-SEM (1053),1
263,4,10,1,004-SEM (1488),001-SEM (1110),008-SEM (1512),1
264,4,8,5,001-SEM (1413),019-SEM (1455),001-SEM (1081),1
265,4,8,1,001-SEM (1394),002-SEM (1405),NA,1
266,4,8,3,002-SEM (1827),001-SEM (1343),020-SEM (1456),1
267,4,10,1,001-SEM (1361),001-SEM (1525),001-SEM (1376),1
268,4,10,4,002-SEM (1557),002-SEM (1486),002-SEM (1393),1
269,4,8,3,001-SEM (1410),002-SEM (1414),001-LEC (1303),1
270,4,8,1,001-SEM (1535),001-SEM (1359),001-SEM (1128),1
271,4,8,3,001-LEC (1312),006-SEM (1490),002-SEM (1825),1
272,4,8,2,001-SEM (1114),005-LEC (1307),NA,1
273,4,8,5,001-SEM (1122),001-SEM (1413),001-SEM (1088),1
274,4,8,5,006-LEC (1396),001-SEM (1358),NA,1
275,4,8,3,015-SEM (1185),001-SEM (1099),NA,1
276,4,8,2,001-LEC (1061),006-SEM (1442),001-SEM (1501),1
277,4,8,2,002-SEM (1825),001-LEC (1029),007-SEM (1491),1
278,4,10,1,002-SEM (1405),001-SEM (1099),001-LEC (1324),1
279,4,8,5,004-SEM (1440),005-SEM (1509),002-SEM (1827),1
280,4,8,3,001-LEC (1068),001-SEM (1342),NA,1
281,4,8,1,001-SEM (1080),001-SEM (1934),001-SEM (1108),1
282,4,8,5,001-LEC (1337),025-SEM (1461),007-SEM (1443),1
283,4,8,4,001-LEC (1337),001-SEM (1067),NA,1
284,4,8,4,003-SEM (1439),002-SEM (1060),002-SEM (1087),1
285,4,10,2,022-SEM (1192),001-SEM (1479),001-LEC (1389),1
286,4,8,4,001-SEM (1080),001-SEM (1055),NA,1
287,4,10,4,001-SEM (1327),003-SEM (1299),005-SEM (1441),1
288,4,8,5,001-LEC (1389),001-SEM (1556),018-SEM (1188),1
289,4,10,2,002-SEM (1365),005-LEC (1307),010-SEM (1446),1
290,4,10,5,021-SEM (1191),002-SEM (1086),002-SEM (1087),1
291,4,8,2,001-SEM (1409),001-SEM (1535),001-SEM (1350),1
292,4,8,1,002-SEM (1470),001-SEM (1559),024-SEM (1194),1
293,4,10,3,001-LEC (1349),001-SEM (1118),003-LEC (1328),1
294,4,8,2,001-SEM (1401),002-SEM (1827),001-LEC (1568),1
295,4,8,5,001-SEM (1406),001-SEM (1559),NA,1
296,4,10,4,001-SEM (1521),002-SEM (1484),001-LEC (1568),1
297,4,10,3,001-SEM (1342),001-SEM (1105),013-SEM (1183),1
298,4,8,5,002-SEM (1474),018-SEM (1188),001-SEM (1480),0
299,4,10,5,001-SEM (1080),003-SEM (1439),002-SEM (1311),1
300,4,8,2,001-SEM (1116),004-SEM (1508),003-LEC (1354),1
301,3,10,3,008-SEM (1512),006-SEM (1198),004-SEM (1936),1
302,3,8,1,001-SEM (1359),001-SEM (1084),NA,1
303,3,8,5,001-LEC (1370),001-SEM (1081),NA,1
304,3,10,4,001-SEM (1341),003-SEM (1487),001-SEM (1392),1
305,3,10,4,020-SEM (1456),005-SEM (1509),001-SEM (1531),1
306,3,8,4,001-SEM (1101),006-SEM (1510),003-LEC (1385),1
307,3,8,5,001-LEC (1302),004-SEM (1440),002-SEM (1414),1
308,3,8,1,001-SEM (1124),001-SEM (1078),NA,1
309,3,8,3,001-LEC (1403),002-SEM (1486),001-LEC (1064),1
310,3,8,4,003-SEM (1299),001-SEM (1350),NA,1
311,3,10,5,001-LEC (1302),001-SEM (1118),001-SEM (1531),1
312,3,10,5,003-LEC (1385),022-SEM (1192),001-SEM (1934),1
313,3,8,5,001-LEC (1370),002-SEM (1506),003-SEM (1527),1
314,3,8,5,001-SEM (1482),001-SEM (1934),002-SEM (1095),1
315,3,10,5,001-SEM (1382),002-SEM (1526),005-SEM (1059),1
316,3,8,5,001-SEM (1055),001-SEM (1392),NA,1
317,3,10,5,001-SEM (1080),001-SEM (1410),001-SEM (1084),1
318,3,8,2,001-SEM (1108),020-SEM (1190),NA,1
319,3,8,2,010-SEM (1446),001-SEM (1367),001-SEM (1052),1
320,3,10,1,006-LEC (1396),001-SEM (1091),020-SEM (1456),1
321,3,10,2,001-LEC (1312),001-SEM (1367),013-SEM (1183),1
322,3,10,4,001-SEM (1075),001-LEC (1374),008-SEM (1444),1
323,3,8,3,012-SEM (1448),023-SEM (1193),001-SEM (1113),1
324,3,10,5,001-SEM (1118),001-SEM (1559),002-SEM (1087),1
325,3,10,4,004-SEM (1056),003-SEM (1377),001-SEM (1097),1
326,3,8,2,008-SEM (1492),002-SEM (1470),001-SEM (1067),1
327,3,8,3,020-SEM (1456),001-SEM (1395),026-SEM (1462),1
328,3,10,2,001-SEM (1395),014-SEM (1184),002-SEM (1472),1
329,3,10,4,001-LEC (1061),001-LEC (1302),015-SEM (1185),1
330,3,10,5,007-SEM (1491),001-SEM (1114),005-SEM (1441),1
331,3,10,1,001-SEM (1479),001-SEM (1125),002-SEM (1087),1
332,3,10,4,001-SEM (1556),009-SEM (1445),013-SEM (1449),1
333,3,8,4,019-SEM (1455),013-SEM (1449),001-SEM (1345),1
334,3,8,2,001-SEM (1342),022-SEM (1458),005-LEC (1307),1
335,3,8,3,006-LEC (1396),001-SEM (1098),NA,1
336,3,8,3,001-SEM (1359),001-SEM (1118),NA,1
337,3,8,2,005-SEM (1059),003-SEM (1527),002-SEM (1506),1
338,3,8,5,001-SEM (1063),003-LEC (1354),NA,1
339,3,8,5,014-SEM (1450),001-SEM (1051),001-LEC (1303),1
340,3,10,5,001-LEC (1312),001-SEM (1082),018-SEM (1454),1
341,3,10,4,002-SEM (1073),001-LEC (1061),001-SEM (1097),1
342,3,10,3,001-SEM (1521),001-SEM (1078),001-SEM (1081),1
343,3,10,5,002-SEM (1526),002-SEM (1095),001-SEM (1392),1
344,3,10,5,021-SEM (1457),025-SEM (1461),003-SEM (1299),1
345,3,10,2,001-SEM (1504),001-SEM (1106),001-SEM (1345),1
346,3,8,1,001-SEM (1384),020-SEM (1190),NA,1
347,3,8,5,001-SEM (1114),007-SEM (1443),002-SEM (1557),1
348,3,8,2,001-SEM (1342),005-SEM (1199),NA,1
349,3,8,3,001-SEM (1110),001-SEM (1485),002-SEM (1086),1
350,3,8,4,001-LEC (1389),001-SEM (1524),001-SEM (1367),1
351,3,10,5,002-SEM (1557),002-SEM (1073),007-SEM (1443),1
352,3,10,4,001-LEC (1373),001-SEM (1501),001-SEM (1521),1
353,3,10,1,001-SEM (1076),001-LEC (1029),001-SEM (1531),1
354,3,8,5,001-SEM (1101),015-SEM (1451),001-SEM (1106),1
355,3,10,3,003-SEM (1487),008-SEM (1444),026-SEM (1462),1
356,3,10,4,004-SEM (1488),001-SEM (1081),001-SEM (1091),1
357,3,8,4,020-SEM (1190),001-SEM (1413),001-SEM (1485),1
358,3,8,1,001-SEM (1934),001-SEM (1124),017-SEM (1453),1
359,3,10,5,001-SEM (1075),001-SEM (1111),004-LEC (1305),1
360,3,10,2,001-SEM (1482),001-SEM (1104),002-SEM (1470),1
361,3,8,4,002-SEM (1365),001-SEM (1083),NA,1
362,3,8,4,001-SEM (1505),001-SEM (1556),001-SEM (1097),1
363,3,10,2,001-SEM (1504),001-SEM (1052),002-SEM (1129),1
364,3,8,3,002-LEC (1352),001-SEM (1076),NA,1
365,3,10,4,001-SEM (1521),014-SEM (1184),002-SEM (1557),1
366,3,8,1,001-SEM (1054),001-SEM (1113),NA,1
367,3,8,5,005-SEM (1059),002-SEM (1486),005-SEM (1489),1
368,3,10,3,001-SEM (1537),001-SEM (1121),008-SEM (1512),1
369,3,10,3,001-LEC (1064),001-SEM (1384),003-LEC (1385),1
370,3,8,1,001-SEM (1334),002-SEM (1129),NA,1
371,3,8,4,001-SEM (1384),001-SEM (1392),NA,1
372,3,8,2,001-LEC (1061),001-SEM (1110),NA,1
373,3,10,2,003-SEM (1507),008-SEM (1444),001-SEM (1410),1
374,3,8,4,001-SEM (1358),001-SEM (1101),NA,1
375,3,10,5,001-SEM (1541),001-SEM (1409),004-SEM (1056),1
376,3,8,1,006-SEM (1090),002-SEM (1474),005-SEM (1441),1
377,3,8,2,001-LEC (1403),001-SEM (1116),NA,1
378,3,8,5,001-LEC (1029),001-SEM (1376),NA,1
379,3,8,3,001-SEM (1115),001-SEM (1067),NA,1
380,3,10,3,016-SEM (1452),002-SEM (1827),001-SEM (1104),1
381,3,8,3,001-SEM (1063),002-SEM (1825),006-SEM (1510),1
382,3,8,1,001-SEM (1088),008-SEM (1202),NA,1
383,3,10,5,001-SEM (1119),022-SEM (1192),005-SEM (1441),1
384,3,10,3,002-SEM (1405),001-LEC (1324),001-LEC (1337),1
385,3,8,5,008-SEM (1492),001-LEC (1349),001-SEM (1343),1
386,3,8,4,013-SEM (1183),001-SEM (1098),NA,1
387,3,10,2,003-SEM (1507),024-SEM (1194),001-SEM (1054),1
388,3,8,2,001-SEM (1124),001-SEM (1410),NA,1
389,3,10,1,001-SEM (1404),022-SEM (1192),024-SEM (1194),1
