Student Number,Grade,Total Units,Avoided Time Slot,Selected Course 1,Selected Course 2,Selected Course 3,Success
98,4,10,2,003-LEC (1354),012-SEM (1448),002-SEM (1129),1
99,4,8,5,005-SEM (1441),006-SEM (1510),007-SEM (1201),1
100,4,10,2,001-SEM (1063),005-SEM (1059),002-SEM (1526),1
101,4,10,4,001-SEM (1485),006-SEM (1510),003-SEM (1299),1
102,4,8,1,016-SEM (1186),004-LEC (1387),NA,1
103,4,8,4,002-SEM (1557),002-SEM (1470),003-SEM (1299),1
104,4,10,4,001-LEC (1389),002-SEM (1318),005-LEC (1307),1
105,4,10,4,001-LEC (1337),001-SEM (1326),019-SEM (1189),1
106,4,8,1,001-SEM (1407),005-LEC (1368),NA,1
107,4,8,4,002-SEM (1486),001-SEM (1525),006-SEM (1198),1
108,4,10,1,002-SEM (1073),001-SEM (1401),002-SEM (1506),1
109,4,8,2,001-SEM (1346),001-SEM (1410),NA,1
110,4,8,5,008-SEM (1512),023-SEM (1193),001-SEM (1410),1
111,4,10,2,001-SEM (1121),001-SEM (1110),001-SEM (1048),1
112,4,10,2,001-SEM (1052),001-LEC (1302),001-SEM (1401),1
113,4,10,4,001-SEM (1067),002-SEM (1365),003-SEM (1377),1
114,4,8,1,007-SEM (1491),017-SEM (1453),001-SEM (1326),1
115,4,10,5,003-SEM (1299),001-SEM (1128),001-SEM (1065),1
116,4,8,1,001-SEM (1521),001-SEM (1525),001-LEC (1373),1
117,4,8,1,002-SEM (1557),002-SEM (1060),003-LEC (1385),1
118,4,8,2,001-SEM (1104),003-SEM (1527),001-SEM (1113),1
119,4,10,4,002-SEM (1060),001-LEC (1568),002-SEM (1393),1
120,4,10,2,001-SEM (1116),014-SEM (1450),005-SEM (1059),1
121,4,10,1,001-SEM (1109),002-SEM (1365),001-LEC (1068),1
122,4,8,4,004-SEM (1488),007-SEM (1201),002-SEM (1060),1
123,4,8,4,001-SEM (1413),001-SEM (1350),003-SEM (1507),1
124,4,10,4,015-SEM (1185),006-SEM (1442),003-SEM (1439),1
125,4,10,4,003-SEM (1377),001-SEM (1063),001-SEM (1376),1
126,4,10,2,001-SEM (1106),004-LEC (1305),001-LEC (1061),1
127,4,8,3,001-SEM (1559),004-LEC (1305),NA,1
128,4,8,1,003-SEM (1487),001-SEM (1082),004-SEM (1936),1
129,4,8,3,012-SEM (1448),001-SEM (1341),001-SEM (1082),1
130,4,8,1,026-SEM (1462),001-SEM (1110),019-SEM (1455),1
131,4,10,5,002-SEM (1129),001-SEM (1343),007-SEM (1443),1
132,4,8,1,001-SEM (1096),001-SEM (1112),NA,1
133,4,8,2,002-SEM (1506),001-SEM (1108),001-SEM (1541),1
134,4,8,5,001-SEM (1410),001-SEM (1085),NA,1
135,4,8,2,001-SEM (1521),001-SEM (1111),001-SEM (1112),1
136,4,10,1,001-SEM (1096),001-SEM (1108),002-SEM (1060),1
137,4,8,5,001-SEM (1345),001-SEM (1407),NA,1
138,4,8,5,021-SEM (1457),001-SEM (1048),001-LEC (1374),1
139,4,8,4,001-SEM (1358),001-SEM (1076),NA,1
140,4,10,3,001-SEM (1479),005-LEC (1307),001-SEM (1401),1
141,4,8,3,001-SEM (1346),001-SEM (1050),NA,1
142,4,8,3,001-SEM (1053),014-SEM (1450),001-SEM (1326),1
143,4,10,2,002-SEM (1484),024-SEM (1194),001-SEM (1367),1
144,4,10,4,001-LEC (1373),016-SEM (1452),001-LEC (1568),1
145,4,10,1,001-SEM (1079),001-SEM (1327),003-SEM (1439),1
146,4,8,4,002-SEM (1332),001-SEM (1083),NA,1
147,4,8,1,001-SEM (1125),002-SEM (1087),NA,1
148,4,8,5,001-SEM (1083),001-LEC (1374),NA,1
149,4,10,2,001-SEM (1051),011-SEM (1447),001-SEM (1128),1
150,4,10,1,001-SEM (1334),002-SEM (1332),004-LEC (1387),1
151,4,8,3,001-LEC (1374),006-SEM (1510),001-LEC (1064),1
152,4,10,2,001-LEC (1398),001-LEC (1389),001-SEM (1109),1
153,4,10,5,001-SEM (1067),002-SEM (1332),001-SEM (1076),1
154,4,10,5,016-SEM (1186),002-SEM (1073),001-SEM (1504),1
155,4,8,5,001-SEM (1085),001-SEM (1342),NA,1
156,4,10,1,001-LEC (1324),001-LEC (1349),006-SEM (1090),1
157,4,8,3,001-LEC (1373),006-SEM (1510),003-LEC (1328),1
158,4,8,1,001-SEM (1080),001-SEM (1409),NA,1
159,4,8,3,008-SEM (1492),007-SEM (1201),001-SEM (1407),1
160,4,10,5,001-SEM (1121),001-SEM (1395),005-SEM (1489),1
161,4,8,3,002-SEM (1129),001-LEC (1320),NA,1
162,4,8,3,022-SEM (1192),001-LEC (1126),NA,1
163,4,10,3,001-SEM (1110),001-SEM (1088),003-SEM (1377),1
164,4,8,1,015-SEM (1185),001-SEM (1114),NA,1
165,4,10,3,001-SEM (1110),006-LEC (1396),001-SEM (1521),1
166,4,8,1,011-SEM (1447),001-SEM (1505),008-SEM (1512),1
167,4,10,2,015-SEM (1451),001-SEM (1334),005-SEM (1199),1
168,4,10,2,005-SEM (1199),001-LEC (1126),001-SEM (1334),1
169,4,10,5,001-SEM (1051),001-SEM (1395),001-SEM (1342),1
170,4,10,5,001-SEM (1115),002-SEM (1557),001-SEM (1081),1
171,4,8,1,003-SEM (1439),001-SEM (1048),001-SEM (1122),1
172,4,8,2,001-LEC (1029),021-SEM (1191),NA,1
173,4,8,3,001-SEM (1055),002-SEM (1087),NA,1
174,4,8,4,001-SEM (1051),007-SEM (1491),011-SEM (1447),1
175,4,8,1,001-SEM (1054),001-SEM (1521),001-LEC (1403),1
176,4,10,3,024-SEM (1194),001-SEM (1342),006-LEC (1396),1
177,4,8,3,001-SEM (1345),014-SEM (1184),NA,1
178,4,8,2,001-SEM (1934),001-SEM (1054),002-SEM (1405),1
179,4,8,3,001-LEC (1403),001-SEM (1121),NA,1
180,4,10,5,004-LEC (1387),001-SEM (1410),001-SEM (1531),1
181,4,8,2,002-SEM (1123),003-SEM (1527),005-LEC (1307),1
182,4,8,2,001-SEM (1113),024-SEM (1194),NA,1
183,4,10,1,002-SEM (1474),001-SEM (1505),001-SEM (1525),1
184,4,8,3,010-SEM (1446),001-LEC (1302),008-SEM (1512),1
185,4,10,2,003-SEM (1527),015-SEM (1451),001-SEM (1048),1
186,4,10,2,001-SEM (1063),001-SEM (1113),002-SEM (1484),1
187,4,8,4,001-LEC (1312),001-SEM (1350),NA,1
188,4,8,4,006-SEM (1090),001-SEM (1067),NA,1
189,4,8,2,001-SEM (1350),001-SEM (1109),NA,1
190,4,10,3,001-SEM (1359),005-LEC (1307),001-SEM (1053),1
191,4,10,2,002-SEM (1472),001-SEM (1395),001-SEM (1346),1
192,4,8,1,001-SEM (1048),001-SEM (1524),001-SEM (1521),1
193,4,8,4,013-SEM (1449),001-SEM (1359),002-SEM (1332),1
194,4,10,3,001-SEM (1115),010-SEM (1446),002-SEM (1557),1
195,4,8,3,003-SEM (1527),001-SEM (1067),005-LEC (1307),1
196,4,10,5,001-SEM (1409),001-SEM (1392),024-SEM (1194),1
197,4,10,5,002-SEM (1311),002-SEM (1129),001-SEM (1392),1
198,4,10,1,001-LEC (1337),002-SEM (1474),003-SEM (1377),1
199,4,8,3,002-SEM (1123),005-SEM (1509),004-SEM (1440),1
200,4,8,5,002-SEM (1095),001-LEC (1068),NA,1
201,4,10,1,006-SEM (1442),001-SEM (1524),003-SEM (1487),1
202,4,8,5,001-LEC (1568),003-SEM (1527),005-SEM (1059),1
203,4,10,3,006-SEM (1090),018-SEM (1188),016-SEM (1452),1
204,4,10,4,001-SEM (1326),002-SEM (1414),001-SEM (1082),1
205,4,8,4,001-SEM (1063),001-SEM (1358),NA,1
206,4,8,3,016-SEM (1452),004-SEM (1056),004-SEM (1508),1
207,4,8,4,003-SEM (1299),001-SEM (1525),003-SEM (1439),1
208,4,8,5,007-SEM (1511),008-SEM (1512),001-SEM (1099),1
209,4,8,3,002-SEM (1827),001-LEC (1068),001-SEM (1345),1
210,4,10,1,023-SEM (1459),001-SEM (1082),001-SEM (1116),1
211,4,10,5,024-SEM (1194),001-SEM (1118),001-SEM (1482),1
212,4,10,1,009-SEM (1445),014-SEM (1450),002-SEM (1476),1
213,4,10,5,013-SEM (1183),022-SEM (1458),001-LEC (1312),1
214,4,10,4,003-LEC (1328),005-SEM (1441),001-LEC (1389),1
215,4,10,4,003-LEC (1328),004-SEM (1056),013-SEM (1183),1
216,4,10,5,004-SEM (1508),005-SEM (1199),001-SEM (1359),1
217,4,8,2,001-SEM (1112),001-SEM (1521),001-LEC (1568),1
218,4,10,4,001-LEC (1064),006-SEM (1490),001-SEM (1081),1
219,4,8,5,001-SEM (1079),001-SEM (1110),NA,1
220,4,10,4,001-SEM (1101),007-SEM (1491),001-SEM (1327),1
221,4,8,3,001-SEM (1124),003-LEC (1328),NA,1
222,4,10,2,003-SEM (1527),007-SEM (1491),001-SEM (1053),1
223,4,10,5,002-SEM (1470),001-SEM (1051),001-SEM (1063),1
224,4,10,4,001-SEM (1345),001-SEM (1537),008-SEM (1512),1
225,4,10,4,020-SEM (1190),015-SEM (1185),002-SEM (1074),1
226,4,8,5,002-SEM (1506),005-SEM (1489),024-SEM (1460),1
227,4,10,2,001-SEM (1106),001-SEM (1048),004-SEM (1488),1
228,4,8,3,012-SEM (1448),001-SEM (1055),015-SEM (1451),1
229,4,10,1,001-SEM (1401),001-SEM (1106),001-SEM (1382),1
230,4,8,3,002-SEM (1405),003-LEC (1385),NA,1
231,4,8,2,014-SEM (1450),001-SEM (1122),001-SEM (1934),1
232,4,8,1,001-SEM (1108),022-SEM (1458),001-SEM (1327),1
233,4,8,2,001-SEM (1067),002-SEM (1311),NA,1
234,4,10,5,015-SEM (1451),002-SEM (1318),001-SEM (1114),1
235,4,8,4,002-SEM (1092),001-SEM (1063),NA,1
236,4,10,5,001-SEM (1114),001-SEM (1384),001-SEM (1556),1
237,4,8,4,001-LEC (1370),001-SEM (1343),NA,1
238,4,10,4,001-SEM (1505),001-SEM (1051),006-LEC (1396),1
239,4,8,2,001-SEM (1055),001-SEM (1113),NA,1
240,4,8,1,020-SEM (1190),001-SEM (1075),NA,1
241,4,10,2,001-SEM (1118),001-SEM (1125),024-SEM (1194),1
242,4,8,5,001-SEM (1052),001-LEC (1302),NA,1
243,4,10,1,002-SEM (1825),019-SEM (1455),001-SEM (1097),1
244,4,8,1,004-SEM (1936),001-SEM (1394),002-SEM (1074),1
245,4,10,2,001-SEM (1115),011-SEM (1447),001-LEC (1389),1
246,4,10,5,001-SEM (1109),001-SEM (1395),022-SEM (1192),1
247,4,10,4,004-SEM (1440),001-SEM (1350),011-SEM (1447),1
248,4,10,5,001-SEM (1345),003-SEM (1487),001-SEM (1504),1
249,4,10,2,003-SEM (1299),002-SEM (1474),001-LEC (1064),1
250,4,10,4,001-SEM (1381),005-SEM (1059),007-SEM (1491),1
251,4,10,2,001-SEM (1105),001-SEM (1052),001-SEM (1401),1
252,4,10,5,023-SEM (1459),010-SEM (1446),001-SEM (1080),1
253,4,10,2,001-SEM (1501),001-SEM (1521),025-SEM (1461),1
254,4,10,4,003-SEM (1439),001-LEC (1370),023-SEM (1459),1
255,4,8,3,002-SEM (1476),001-SEM (1410),003-SEM (1527),1
256,4,8,3,001-SEM (1119),001-SEM (1341),NA,1
257,4,10,3,001-SEM (1106),017-SEM (1453),002-SEM (1526),1
258,4,8,2,007-SEM (1511),015-SEM (1451),006-SEM (1442),1
259,4,8,2,002-SEM (1526),014-SEM (1184),001-SEM (1525),1
260,4,10,2,001-SEM (1342),002-SEM (1472),002-SEM (1129),1
261,4,8,1,001-SEM (1128),001-SEM (1521),001-SEM (1505),1
262,4,10,4,001-LEC (1370),002-LEC (1352),018-SEM (1454),1
263,4,10,5,016-SEM (1452),023-SEM (1193),001-SEM (1112),1
264,4,10,4,014-SEM (1184),006-SEM (1090),003-SEM (1507),1
265,4,8,2,001-LEC (1126),019-SEM (1189),NA,1
266,4,10,4,001-SEM (1075),001-LEC (1303),001-SEM (1076),1
267,4,8,5,001-LEC (1324),001-SEM (1108),NA,1
268,4,10,4,001-SEM (1390),002-SEM (1414),020-SEM (1190),1
269,4,8,3,001-SEM (1390),005-LEC (1307),NA,1
270,4,10,4,001-SEM (1101),001-SEM (1524),003-LEC (1328),1
271,4,10,5,003-SEM (1507),002-SEM (1087),021-SEM (1457),1
272,4,8,4,002-SEM (1484),001-SEM (1556),001-SEM (1358),1
273,4,8,3,001-LEC (1303),001-LEC (1348),NA,1
274,4,10,4,001-LEC (1064),006-SEM (1198),003-SEM (1439),1
275,4,8,4,016-SEM (1186),002-SEM (1470),002-SEM (1484),1
276,4,10,4,001-SEM (1391),001-SEM (1342),001-LEC (1303),1
277,4,8,4,011-SEM (1447),018-SEM (1188),002-SEM (1092),1
278,4,8,5,001-SEM (1482),001-SEM (1505),002-SEM (1414),1
279,4,8,4,003-SEM (1487),004-SEM (1936),009-SEM (1445),1
280,4,8,1,004-SEM (1440),001-LEC (1320),018-SEM (1454),1
281,4,10,2,002-SEM (1405),001-SEM (1106),001-SEM (1343),1
282,4,10,2,002-SEM (1470),026-SEM (1462),001-SEM (1122),1
283,4,8,3,019-SEM (1455),001-SEM (1480),002-SEM (1129),1
284,4,10,3,002-SEM (1095),001-SEM (1114),001-SEM (1125),1
285,4,8,4,002-SEM (1393),001-SEM (1501),005-SEM (1441),1
286,4,10,3,001-SEM (1392),002-SEM (1405),002-SEM (1074),1
287,4,10,3,002-SEM (1123),001-LEC (1064),012-SEM (1448),1
288,4,10,3,001-SEM (1082),001-SEM (1051),022-SEM (1458),1
289,4,8,4,002-SEM (1506),017-SEM (1453),001-LEC (1373),1
290,4,8,5,001-SEM (1065),001-SEM (1327),NA,1
291,4,8,3,001-LEC (1303),021-SEM (1191),NA,1
292,4,8,1,001-SEM (1934),003-SEM (1439),001-SEM (1104),1
293,4,8,1,021-SEM (1457),001-SEM (1098),004-LEC (1387),1
294,4,8,2,002-SEM (1470),001-SEM (1485),001-SEM (1109),1
295,4,8,5,001-SEM (1361),002-SEM (1129),NA,1
296,4,8,2,001-SEM (1115),002-SEM (1311),NA,1
297,4,8,4,006-SEM (1442),002-SEM (1557),006-LEC (1396),1
298,4,8,5,002-SEM (1825),003-SEM (1487),006-SEM (1490),1
299,4,8,4,001-LEC (1348),001-LEC (1302),NA,1
300,4,10,3,004-SEM (1440),006-LEC (1396),008-SEM (1444),1
301,3,8,5,003-SEM (1487),002-SEM (1365),023-SEM (1459),1
302,3,8,2,001-SEM (1342),001-SEM (1111),NA,1
303,3,10,1,001-SEM (1479),001-SEM (1119),002-SEM (1470),1
304,3,8,3,001-SEM (1076),001-SEM (1934),004-SEM (1508),1
305,3,10,4,002-SEM (1060),005-LEC (1307),013-SEM (1449),1
306,3,8,1,005-LEC (1368),011-SEM (1447),003-LEC (1328),1
307,3,8,1,001-SEM (1326),001-LEC (1398),NA,1
308,3,10,5,005-SEM (1059),008-SEM (1202),002-SEM (1074),1
309,3,8,5,021-SEM (1457),002-SEM (1474),016-SEM (1452),1
310,3,8,3,001-LEC (1398),001-SEM (1119),NA,1
311,3,10,3,001-LEC (1320),002-SEM (1129),014-SEM (1450),1
312,3,8,5,001-SEM (1101),014-SEM (1184),NA,1
313,3,10,1,002-SEM (1129),001-SEM (1115),002-SEM (1414),1
314,3,10,4,001-SEM (1083),005-LEC (1307),016-SEM (1186),1
315,3,8,4,004-SEM (1056),001-SEM (1392),NA,1
316,3,10,4,002-SEM (1073),003-LEC (1385),001-SEM (1505),1
317,3,8,4,016-SEM (1186),001-SEM (1078),NA,1
318,3,8,5,001-SEM (1413),001-SEM (1099),001-SEM (1341),1
319,3,10,5,001-SEM (1525),001-LEC (1348),001-SEM (1114),1
320,3,10,4,016-SEM (1452),007-SEM (1443),002-SEM (1093),1
321,3,10,5,003-LEC (1354),001-SEM (1097),001-SEM (1091),1
322,3,10,3,002-SEM (1318),001-LEC (1029),002-SEM (1095),1
323,3,8,1,021-SEM (1457),001-SEM (1128),001-SEM (1334),1
324,3,10,4,003-LEC (1354),009-SEM (1445),014-SEM (1184),1
325,3,8,4,003-LEC (1328),006-SEM (1198),NA,1
326,3,10,3,001-SEM (1053),001-SEM (1537),001-LEC (1029),1
327,3,8,4,007-SEM (1491),001-LEC (1064),006-SEM (1490),1
328,3,10,2,001-LEC (1302),001-SEM (1541),001-SEM (1409),1
329,3,10,2,001-SEM (1934),001-SEM (1106),001-SEM (1119),1
330,3,10,3,001-SEM (1109),013-SEM (1183),005-SEM (1489),1
331,3,10,3,002-SEM (1414),001-SEM (1504),001-LEC (1312),1
332,3,10,5,004-SEM (1488),007-SEM (1201),013-SEM (1183),1
333,3,8,5,001-LEC (1312),001-SEM (1109),NA,1
334,3,8,1,016-SEM (1186),005-SEM (1441),001-SEM (1088),1
335,3,8,4,001-LEC (1337),001-LEC (1370),NA,1
336,3,10,5,003-SEM (1487),002-SEM (1474),001-SEM (1104),1
337,3,8,4,001-SEM (1376),023-SEM (1459),001-SEM (1055),1
338,3,10,4,009-SEM (1445),001-LEC (1061),016-SEM (1186),1
339,3,8,1,026-SEM (1462),008-SEM (1492),001-SEM (1326),1
340,3,10,2,001-LEC (1312),001-SEM (1114),022-SEM (1458),1
341,3,10,2,002-SEM (1825),001-SEM (1485),004-LEC (1387),1
342,3,10,5,001-SEM (1361),001-SEM (1479),001-SEM (1559),1
343,3,10,4,001-LEC (1568),002-SEM (1093),001-LEC (1324),1
344,3,10,4,004-SEM (1936),024-SEM (1460),001-SEM (1505),1
345,3,10,3,002-SEM (1474),001-SEM (1381),001-SEM (1080),1
346,3,10,3,001-SEM (1531),001-SEM (1101),002-SEM (1825),1
347,3,10,3,023-SEM (1459),001-SEM (1541),016-SEM (1452),1
348,3,8,1,004-SEM (1508),003-SEM (1527),006-SEM (1198),1
349,3,8,3,004-SEM (1056),001-SEM (1359),NA,1
350,3,8,5,001-LEC (1068),002-SEM (1827),001-SEM (1098),1
351,3,8,2,004-LEC (1387),001-SEM (1485),001-LEC (1389),1
352,3,8,4,001-SEM (1485),001-SEM (1334),005-SEM (1441),1
353,3,10,5,001-SEM (1384),016-SEM (1452),008-SEM (1512),1
354,3,10,1,001-SEM (1376),002-SEM (1474),001-SEM (1367),1
355,3,8,3,002-SEM (1311),001-SEM (1392),NA,1
356,3,8,3,001-SEM (1341),001-SEM (1104),NA,1
357,3,8,3,005-SEM (1489),001-SEM (1505),001-SEM (1054),1
358,3,8,5,001-SEM (1521),002-SEM (1087),005-SEM (1509),1
359,3,8,3,015-SEM (1451),022-SEM (1458),001-SEM (1395),1
360,3,8,1,001-SEM (1384),001-SEM (1326),NA,1
361,3,10,2,004-LEC (1387),001-SEM (1343),001-SEM (1410),1
362,3,10,1,001-SEM (1384),001-SEM (1934),002-SEM (1414),1
363,3,8,5,002-SEM (1405),004-SEM (1508),006-SEM (1510),1
364,3,10,4,001-SEM (1080),001-SEM (1051),001-SEM (1505),1
365,3,10,4,002-SEM (1332),001-SEM (1367),001-SEM (1081),1
366,3,10,2,001-SEM (1334),001-LEC (1398),001-LEC (1403),1
367,3,8,3,001-SEM (1406),008-SEM (1492),022-SEM (1458),1
368,3,10,1,001-SEM (1078),026-SEM (1462),002-SEM (1318),1
369,3,8,4,016-SEM (1452),007-SEM (1511),005-LEC (1368),1
370,3,10,1,001-SEM (1394),001-SEM (1535),002-SEM (1129),1
371,3,8,2,001-SEM (1521),001-SEM (1407),005-SEM (1199),1
372,3,8,5,004-SEM (1440),001-SEM (1531),001-SEM (1081),1
373,3,10,1,002-SEM (1825),006-SEM (1510),001-SEM (1521),1
374,3,8,1,001-SEM (1096),001-SEM (1108),NA,1
375,3,10,5,006-SEM (1490),005-SEM (1489),001-SEM (1409),1
376,3,8,5,001-SEM (1116),022-SEM (1192),NA,1
377,3,10,4,004-LEC (1305),001-SEM (1524),002-SEM (1095),1
378,3,10,3,001-SEM (1524),001-SEM (1076),001-SEM (1394),1
379,3,10,3,001-SEM (1390),024-SEM (1460),001-SEM (1055),1
380,3,8,5,001-SEM (1116),001-SEM (1079),NA,1
381,3,8,2,001-SEM (1342),001-SEM (1055),NA,1
382,3,8,3,002-SEM (1476),014-SEM (1450),002-SEM (1332),1
383,3,8,2,020-SEM (1190),007-SEM (1511),001-SEM (1525),1
384,3,8,2,001-SEM (1480),002-SEM (1484),001-LEC (1398),1
385,3,8,2,008-SEM (1444),014-SEM (1184),002-SEM (1827),1
386,3,8,4,019-SEM (1189),002-SEM (1074),NA,1
387,3,10,5,001-LEC (1374),015-SEM (1451),001-SEM (1521),1
388,3,10,3,001-SEM (1395),003-LEC (1385),007-SEM (1443),1
389,3,8,2,005-SEM (1059),015-SEM (1451),006-SEM (1442),1
