Student Number,Grade,Total Units,Avoided Time Slot,Selected Course 1,Selected Course 2,Selected Course 3,Success
209,4,10,2,002-SEM (1825),003-SEM (1299),009-SEM (1445),0
210,4,8,2,004-SEM (1056),001-SEM (1521),001-SEM (1501),0
211,4,8,1,002-SEM (1060),001-SEM (1525),002-SEM (1393),0
212,4,10,3,001-SEM (1358),001-SEM (1108),005-SEM (1509),0
213,4,8,3,001-LEC (1312),001-SEM (1485),001-SEM (1409),0
214,4,10,5,001-SEM (1485),018-SEM (1188),005-SEM (1059),0
215,4,10,4,002-SEM (1087),007-SEM (1491),001-LEC (1373),0
216,4,10,5,003-SEM (1439),001-SEM (1934),007-SEM (1443),0
217,4,10,2,001-SEM (1521),002-SEM (1472),004-SEM (1508),0
218,4,10,2,002-SEM (1311),001-SEM (1407),001-SEM (1065),0
219,4,10,4,005-SEM (1509),007-SEM (1443),003-SEM (1299),0
220,4,10,1,002-SEM (1474),004-SEM (1440),001-SEM (1358),0
221,4,10,3,001-LEC (1349),001-SEM (1112),001-SEM (1096),0
222,4,8,1,001-SEM (1401),001-SEM (1382),NA,0
223,4,10,3,008-SEM (1512),001-SEM (1413),012-SEM (1448),0
224,4,8,4,001-SEM (1091),016-SEM (1452),021-SEM (1457),0
225,4,8,1,001-SEM (1101),012-SEM (1448),001-SEM (1376),0
226,4,8,3,010-SEM (1446),006-LEC (1396),001-SEM (1115),0
227,4,8,1,001-SEM (1114),001-SEM (1099),NA,0
228,4,8,4,007-SEM (1201),001-SEM (1052),NA,0
229,4,10,2,001-SEM (1065),001-SEM (1334),001-LEC (1064),0
230,4,10,4,001-LEC (1302),002-SEM (1318),001-SEM (1525),0
231,4,8,2,001-SEM (1367),008-SEM (1492),013-SEM (1183),0
232,4,10,4,001-SEM (1376),004-SEM (1056),003-SEM (1377),0
233,4,10,3,001-SEM (1125),001-LEC (1398),007-SEM (1511),0
234,4,8,3,001-SEM (1118),001-LEC (1403),NA,0
235,4,10,5,001-SEM (1345),001-SEM (1079),026-SEM (1462),0
236,4,10,1,001-LEC (1068),001-SEM (1482),001-SEM (1110),0
237,4,8,2,001-SEM (1401),002-SEM (1405),NA,1
238,4,10,1,001-SEM (1410),001-SEM (1384),001-SEM (1327),0
239,4,10,1,024-SEM (1460),002-SEM (1123),005-SEM (1199),0
240,4,10,3,002-SEM (1318),001-SEM (1485),001-LEC (1061),0
241,4,10,5,001-SEM (1099),002-SEM (1526),006-LEC (1396),0
242,4,10,4,002-SEM (1484),001-SEM (1341),005-LEC (1307),0
243,4,8,1,015-SEM (1185),019-SEM (1189),NA,0
244,4,10,3,001-SEM (1106),006-SEM (1510),001-SEM (1081),0
245,4,10,5,002-SEM (1476),002-SEM (1472),001-SEM (1559),0
246,4,8,2,015-SEM (1451),001-SEM (1124),019-SEM (1189),0
247,4,10,3,001-LEC (1337),001-SEM (1104),001-SEM (1384),0
248,4,10,5,002-SEM (1092),006-SEM (1198),008-SEM (1202),0
249,4,10,5,001-SEM (1367),001-SEM (1083),002-SEM (1557),0
250,4,10,4,003-LEC (1328),002-SEM (1470),001-LEC (1337),0
251,4,8,4,001-SEM (1052),001-LEC (1374),NA,0
252,4,8,2,001-SEM (1067),001-SEM (1125),NA,0
253,4,8,1,001-SEM (1105),001-SEM (1358),NA,0
254,4,10,1,001-SEM (1395),007-SEM (1491),013-SEM (1449),0
255,4,8,4,006-LEC (1396),002-SEM (1486),001-SEM (1367),0
256,4,8,1,001-SEM (1406),002-SEM (1365),NA,0
257,4,8,1,001-SEM (1479),004-SEM (1936),002-SEM (1472),0
258,4,10,4,002-SEM (1332),001-SEM (1097),001-SEM (1101),0
259,4,8,3,001-SEM (1410),002-SEM (1129),NA,0
260,4,8,3,001-LEC (1374),001-SEM (1521),002-SEM (1332),0
261,4,8,5,015-SEM (1185),023-SEM (1193),NA,0
262,4,8,2,001-LEC (1029),001-SEM (1063),NA,0
263,4,10,4,001-LEC (1373),001-SEM (1391),001-LEC (1320),0
264,4,10,2,001-LEC (1389),001-SEM (1050),004-SEM (1488),0
265,4,10,3,001-LEC (1389),002-SEM (1092),001-SEM (1384),0
266,4,8,1,001-SEM (1395),005-SEM (1509),001-SEM (1391),0
267,4,10,5,001-LEC (1398),001-SEM (1531),001-SEM (1113),0
268,4,10,5,011-SEM (1447),001-SEM (1346),008-SEM (1492),0
269,4,10,2,012-SEM (1448),007-SEM (1491),002-SEM (1472),0
270,4,10,1,002-SEM (1092),019-SEM (1189),001-SEM (1112),0
271,4,8,1,001-SEM (1075),014-SEM (1450),001-LEC (1398),0
272,4,8,1,012-SEM (1448),001-LEC (1568),001-SEM (1394),0
273,4,8,4,001-SEM (1327),001-SEM (1341),NA,0
274,4,8,2,001-SEM (1409),001-SEM (1125),NA,0
275,4,8,3,001-SEM (1406),002-SEM (1825),001-LEC (1349),0
276,4,10,5,001-SEM (1081),001-SEM (1482),001-SEM (1480),0
277,4,10,5,001-SEM (1482),006-LEC (1396),001-LEC (1389),0
278,4,10,3,001-SEM (1050),001-SEM (1541),001-SEM (1359),0
279,4,8,4,001-LEC (1068),023-SEM (1459),001-SEM (1053),0
280,4,10,4,001-SEM (1556),001-SEM (1085),001-SEM (1334),0
281,4,8,4,020-SEM (1456),005-LEC (1307),004-SEM (1056),0
282,4,10,4,002-SEM (1365),020-SEM (1456),002-SEM (1470),0
283,4,10,1,003-LEC (1354),002-SEM (1486),021-SEM (1191),0
284,4,8,5,021-SEM (1191),002-SEM (1087),NA,0
285,4,8,4,016-SEM (1452),001-SEM (1342),008-SEM (1512),0
286,4,8,3,001-SEM (1091),001-SEM (1934),002-LEC (1352),0
287,4,8,1,001-SEM (1384),004-LEC (1387),NA,0
288,4,8,1,001-SEM (1091),001-LEC (1126),NA,0
289,4,10,4,003-SEM (1439),002-SEM (1332),001-SEM (1376),0
290,4,10,1,001-SEM (1112),003-SEM (1299),006-SEM (1510),0
291,4,8,4,016-SEM (1452),001-SEM (1098),005-SEM (1509),0
292,4,8,1,006-SEM (1442),002-SEM (1472),001-SEM (1359),0
293,4,10,5,001-LEC (1068),006-SEM (1198),024-SEM (1194),0
294,4,8,3,001-SEM (1128),001-SEM (1410),NA,0
295,4,8,1,003-LEC (1385),001-SEM (1524),003-SEM (1299),0
296,4,8,5,002-SEM (1506),024-SEM (1194),001-SEM (1101),0
297,4,10,4,001-SEM (1413),018-SEM (1188),015-SEM (1451),0
298,4,8,5,001-SEM (1358),018-SEM (1454),001-SEM (1391),0
299,4,8,5,001-SEM (1109),001-SEM (1384),NA,0
300,4,8,4,001-SEM (1531),006-SEM (1442),009-SEM (1445),0
301,3,8,4,001-SEM (1326),015-SEM (1451),001-SEM (1091),0
302,3,8,4,002-SEM (1060),001-SEM (1505),001-SEM (1085),0
303,3,8,1,001-SEM (1395),001-SEM (1078),NA,0
304,3,8,5,001-SEM (1479),018-SEM (1454),001-LEC (1374),0
305,3,8,1,001-LEC (1348),001-SEM (1381),NA,0
306,3,10,2,001-SEM (1051),005-LEC (1307),001-SEM (1050),0
307,3,8,5,006-SEM (1442),022-SEM (1192),003-SEM (1377),0
308,3,8,3,001-SEM (1559),023-SEM (1459),001-SEM (1067),0
309,3,10,5,007-SEM (1443),001-SEM (1556),002-SEM (1318),0
310,3,8,5,003-LEC (1385),002-SEM (1087),NA,0
311,3,10,5,007-SEM (1511),002-SEM (1557),024-SEM (1194),0
312,3,10,1,002-SEM (1405),002-SEM (1365),001-LEC (1068),0
313,3,10,5,007-SEM (1443),002-SEM (1476),001-LEC (1348),0
314,3,8,3,001-SEM (1084),001-SEM (1076),NA,0
315,3,10,4,001-SEM (1082),002-SEM (1393),002-SEM (1486),0
316,3,10,5,001-SEM (1085),006-LEC (1396),001-SEM (1075),0
317,3,8,4,005-SEM (1441),003-LEC (1328),003-LEC (1354),0
318,3,10,4,001-SEM (1067),001-SEM (1382),006-LEC (1396),0
319,3,8,5,005-SEM (1199),004-SEM (1440),012-SEM (1448),0
320,3,10,3,012-SEM (1448),001-SEM (1358),016-SEM (1452),0
321,3,10,3,010-SEM (1446),001-SEM (1050),001-SEM (1097),0
322,3,8,5,001-LEC (1348),001-SEM (1099),NA,0
323,3,10,5,003-LEC (1385),001-SEM (1485),001-SEM (1334),0
324,3,8,2,007-SEM (1443),001-SEM (1479),001-SEM (1482),0
325,3,10,3,002-SEM (1093),001-SEM (1108),001-LEC (1302),0
326,3,10,4,001-SEM (1099),001-LEC (1302),019-SEM (1189),0
327,3,10,1,001-SEM (1531),017-SEM (1453),001-LEC (1403),0
328,3,8,1,001-SEM (1124),001-SEM (1535),014-SEM (1450),0
329,3,8,5,002-SEM (1486),008-SEM (1202),001-SEM (1063),0
330,3,10,3,001-SEM (1122),001-SEM (1382),022-SEM (1458),0
331,3,10,2,001-SEM (1521),001-LEC (1064),001-SEM (1051),0
332,3,10,5,001-SEM (1078),001-SEM (1401),001-SEM (1376),0
333,3,8,1,016-SEM (1186),001-SEM (1524),001-SEM (1082),0
334,3,8,2,001-SEM (1504),001-SEM (1401),001-SEM (1055),0
335,3,10,4,019-SEM (1455),001-SEM (1341),003-LEC (1354),0
336,3,10,2,001-SEM (1537),021-SEM (1191),001-LEC (1029),0
337,3,10,5,001-SEM (1051),001-SEM (1525),003-SEM (1487),0
338,3,8,3,001-LEC (1303),002-SEM (1474),001-LEC (1370),0
339,3,10,5,002-SEM (1074),013-SEM (1183),015-SEM (1185),0
340,3,8,2,001-LEC (1061),001-SEM (1052),NA,0
341,3,10,2,003-SEM (1527),001-SEM (1343),003-SEM (1507),0
342,3,10,5,001-SEM (1063),001-SEM (1361),002-SEM (1486),0
343,3,10,4,001-SEM (1085),001-LEC (1066),005-SEM (1059),0
344,3,10,1,001-SEM (1525),002-SEM (1506),002-SEM (1074),0
345,3,10,2,005-SEM (1059),024-SEM (1194),015-SEM (1451),0
346,3,10,3,005-SEM (1509),001-SEM (1559),024-SEM (1460),0
347,3,8,5,002-SEM (1129),002-SEM (1476),001-LEC (1324),0
348,3,8,1,001-LEC (1348),010-SEM (1446),001-SEM (1326),0
349,3,8,3,001-LEC (1126),022-SEM (1458),001-SEM (1128),0
350,3,10,2,026-SEM (1462),004-SEM (1488),004-LEC (1387),0
351,3,8,5,001-LEC (1403),002-SEM (1557),001-SEM (1406),0
352,3,10,2,001-SEM (1406),023-SEM (1193),007-SEM (1511),0
353,3,10,5,001-SEM (1525),001-LEC (1064),001-SEM (1113),0
354,3,8,3,001-SEM (1051),003-LEC (1328),NA,0
355,3,8,2,001-SEM (1050),001-SEM (1480),008-SEM (1492),0
356,3,8,2,008-SEM (1492),001-SEM (1479),004-SEM (1488),0
357,3,8,3,001-LEC (1302),002-SEM (1476),002-SEM (1825),0
358,3,8,5,001-LEC (1374),001-LEC (1568),NA,1
359,3,8,5,001-SEM (1110),016-SEM (1186),NA,0
360,3,10,1,001-SEM (1116),002-SEM (1093),001-SEM (1413),0
361,3,10,2,015-SEM (1451),001-SEM (1343),021-SEM (1191),0
362,3,8,1,002-SEM (1332),001-SEM (1122),NA,1
363,3,8,5,014-SEM (1184),001-SEM (1326),NA,0
364,3,10,2,002-SEM (1484),001-SEM (1521),001-SEM (1535),0
365,3,8,5,006-SEM (1198),006-SEM (1490),002-SEM (1827),0
366,3,8,1,001-SEM (1359),001-SEM (1556),006-SEM (1490),0
367,3,10,2,007-SEM (1443),002-SEM (1484),002-SEM (1470),0
368,3,10,3,001-SEM (1105),004-SEM (1440),001-SEM (1381),0
369,3,10,2,003-SEM (1299),001-SEM (1482),001-SEM (1401),0
370,3,8,4,001-SEM (1096),002-SEM (1318),NA,0
371,3,8,2,015-SEM (1451),007-SEM (1491),026-SEM (1462),0
372,3,8,3,004-SEM (1440),001-SEM (1479),001-SEM (1052),0
373,3,8,2,003-SEM (1507),002-SEM (1526),006-SEM (1442),0
374,3,10,5,001-SEM (1116),006-SEM (1090),002-SEM (1827),0
375,3,8,4,002-LEC (1352),006-SEM (1090),NA,1
376,3,10,4,002-SEM (1073),001-SEM (1055),018-SEM (1454),0
377,3,8,3,001-SEM (1115),005-LEC (1307),NA,0
378,3,10,5,002-SEM (1092),003-LEC (1328),005-SEM (1441),0
379,3,10,3,001-SEM (1524),015-SEM (1185),007-SEM (1201),0
380,3,8,5,015-SEM (1185),001-SEM (1076),NA,0
381,3,8,2,002-SEM (1470),001-SEM (1482),023-SEM (1193),0
382,3,8,2,010-SEM (1446),004-SEM (1488),021-SEM (1191),0
383,3,10,5,001-SEM (1099),001-SEM (1050),001-SEM (1384),0
384,3,10,2,025-SEM (1461),019-SEM (1189),002-SEM (1476),0
385,3,10,5,001-SEM (1359),001-SEM (1122),005-SEM (1199),0
386,3,8,2,001-SEM (1122),002-SEM (1484),008-SEM (1202),0
387,3,10,2,002-SEM (1405),001-LEC (1064),008-SEM (1492),0
388,3,10,4,003-SEM (1299),001-SEM (1101),001-SEM (1346),0
389,3,10,5,002-SEM (1484),002-SEM (1311),019-SEM (1189),0
390,3,8,2,001-SEM (1401),022-SEM (1458),007-SEM (1443),0
