Student Number,Grade,Total Units,Avoided Time Slot,Selected Course 1,Selected Course 2,Selected Course 3,Success
48,4,8,2,001-SEM (1934),007-SEM (1491),002-SEM (1827),0
49,4,10,5,001-SEM (1078),002-SEM (1129),013-SEM (1183),0
50,4,8,4,008-SEM (1512),001-SEM (1345),001-SEM (1359),0
51,4,8,5,001-SEM (1097),001-SEM (1410),NA,0
52,4,10,4,002-SEM (1087),001-SEM (1341),001-SEM (1485),0
53,4,10,1,001-SEM (1334),001-SEM (1482),001-SEM (1084),0
54,4,8,5,001-SEM (1521),001-SEM (1404),002-SEM (1557),0
55,4,10,1,001-SEM (1091),006-SEM (1090),003-SEM (1299),0
56,4,10,1,002-SEM (1073),001-SEM (1381),005-SEM (1489),0
57,4,8,1,003-SEM (1487),001-SEM (1122),001-SEM (1504),0
58,4,10,4,002-SEM (1086),001-SEM (1525),001-SEM (1051),0
59,4,10,2,001-SEM (1109),001-SEM (1050),013-SEM (1449),0
60,4,8,4,016-SEM (1186),001-SEM (1063),NA,0
61,4,10,1,001-SEM (1327),002-SEM (1506),001-SEM (1479),0
62,4,10,4,024-SEM (1460),001-SEM (1097),001-SEM (1501),0
63,4,8,2,002-SEM (1123),003-SEM (1299),NA,1
64,4,10,4,009-SEM (1445),015-SEM (1451),002-SEM (1311),0
65,4,10,5,001-SEM (1406),001-LEC (1349),002-SEM (1332),0
66,4,8,4,018-SEM (1188),008-SEM (1512),001-SEM (1341),0
67,4,10,1,002-LEC (1352),001-SEM (1076),001-LEC (1373),0
68,4,8,5,002-SEM (1123),004-SEM (1440),001-SEM (1081),0
69,4,8,2,008-SEM (1444),001-SEM (1504),003-SEM (1527),0
70,4,10,4,001-LEC (1349),001-LEC (1324),004-SEM (1936),0
71,4,10,4,001-SEM (1501),001-SEM (1078),001-SEM (1083),0
72,4,8,1,001-SEM (1410),003-SEM (1439),006-SEM (1490),0
73,4,10,2,001-SEM (1113),009-SEM (1445),007-SEM (1491),0
74,4,8,2,001-SEM (1525),019-SEM (1189),001-SEM (1048),0
75,4,8,4,001-SEM (1559),001-SEM (1098),NA,0
76,4,8,2,001-SEM (1350),022-SEM (1458),001-SEM (1401),0
77,4,8,1,001-SEM (1079),003-SEM (1527),011-SEM (1447),0
78,4,8,4,019-SEM (1455),001-SEM (1376),003-LEC (1328),0
79,4,8,2,001-SEM (1111),001-SEM (1342),NA,0
80,4,10,5,001-SEM (1556),002-SEM (1332),001-SEM (1350),0
81,4,8,2,005-LEC (1368),001-SEM (1108),NA,0
82,4,8,2,001-SEM (1122),001-SEM (1050),NA,0
83,4,10,1,014-SEM (1450),023-SEM (1459),001-SEM (1106),0
84,4,8,5,001-SEM (1521),001-SEM (1342),002-SEM (1526),0
85,4,10,5,003-SEM (1377),003-LEC (1328),002-SEM (1484),0
86,4,8,3,001-SEM (1122),002-SEM (1414),015-SEM (1185),0
87,4,8,4,001-SEM (1524),003-SEM (1439),001-SEM (1083),0
88,4,10,2,004-SEM (1056),022-SEM (1192),001-SEM (1525),0
89,4,8,1,001-LEC (1349),007-SEM (1491),002-SEM (1405),0
90,4,10,4,001-SEM (1531),007-SEM (1511),001-SEM (1521),0
91,4,8,4,002-SEM (1093),008-SEM (1512),007-SEM (1491),0
92,4,8,2,001-SEM (1409),019-SEM (1189),NA,0
93,4,8,4,002-SEM (1365),003-LEC (1328),NA,1
94,4,10,4,001-LEC (1370),002-SEM (1092),001-SEM (1050),0
95,4,10,2,005-SEM (1059),001-LEC (1568),013-SEM (1183),0
96,4,8,4,001-SEM (1376),002-SEM (1087),NA,0
97,4,10,4,001-LEC (1389),005-LEC (1307),001-SEM (1394),0
98,4,10,3,001-SEM (1105),001-LEC (1303),003-LEC (1385),1
99,4,10,5,001-SEM (1384),001-SEM (1109),002-SEM (1557),0
100,4,10,1,002-SEM (1129),001-SEM (1075),001-SEM (1531),0
101,4,10,1,002-SEM (1060),001-SEM (1113),005-LEC (1368),0
102,4,10,2,001-SEM (1934),002-SEM (1526),001-SEM (1119),0
103,4,8,5,001-SEM (1485),005-LEC (1368),001-SEM (1075),0
104,4,8,2,001-LEC (1312),001-SEM (1345),NA,0
105,4,8,1,002-SEM (1332),001-SEM (1505),001-SEM (1404),0
106,4,10,4,001-SEM (1067),007-SEM (1443),001-SEM (1101),0
107,4,10,5,001-SEM (1334),011-SEM (1447),004-SEM (1508),0
108,4,8,3,001-LEC (1373),004-SEM (1056),NA,0
109,4,10,3,003-SEM (1377),002-SEM (1414),001-SEM (1075),0
110,4,8,1,001-SEM (1361),024-SEM (1460),002-SEM (1506),0
111,4,8,4,020-SEM (1456),001-SEM (1080),003-LEC (1328),0
112,4,8,5,001-SEM (1110),002-LEC (1352),NA,0
113,4,10,2,001-SEM (1350),002-SEM (1123),001-SEM (1342),0
114,4,10,4,001-SEM (1559),011-SEM (1447),001-LEC (1061),0
115,4,10,3,005-SEM (1441),012-SEM (1448),001-SEM (1101),0
116,4,10,5,025-SEM (1461),002-SEM (1365),001-SEM (1485),0
117,4,10,2,003-SEM (1507),001-SEM (1053),002-SEM (1472),0
118,4,10,4,001-SEM (1359),002-SEM (1311),005-LEC (1368),1
119,4,8,1,015-SEM (1185),005-SEM (1199),NA,0
120,4,10,4,001-SEM (1050),001-SEM (1485),001-SEM (1051),0
121,4,8,1,006-LEC (1396),002-SEM (1123),NA,0
122,4,10,5,024-SEM (1194),017-SEM (1453),001-SEM (1122),0
123,4,8,3,024-SEM (1194),002-SEM (1474),001-SEM (1404),0
124,4,8,4,003-LEC (1328),002-SEM (1365),NA,1
125,4,10,3,001-SEM (1407),001-SEM (1390),002-SEM (1129),0
126,4,8,5,001-SEM (1407),001-SEM (1342),NA,0
127,4,10,3,005-SEM (1441),004-LEC (1387),005-SEM (1199),0
128,4,8,2,001-SEM (1406),001-SEM (1367),NA,0
129,4,10,4,001-SEM (1334),001-LEC (1324),001-LEC (1370),0
130,4,8,5,013-SEM (1449),014-SEM (1184),001-SEM (1101),0
131,4,10,3,021-SEM (1457),001-LEC (1324),001-SEM (1063),0
132,4,10,3,001-SEM (1051),022-SEM (1458),001-SEM (1079),0
133,4,8,4,001-SEM (1391),007-SEM (1443),001-SEM (1501),0
134,4,8,5,001-LEC (1324),001-SEM (1104),NA,0
135,4,8,5,001-LEC (1337),002-SEM (1095),NA,1
136,4,10,2,001-SEM (1501),024-SEM (1194),001-SEM (1128),0
137,4,8,3,001-LEC (1066),001-LEC (1389),NA,1
138,4,10,3,007-SEM (1443),001-SEM (1326),001-SEM (1382),0
139,4,10,1,001-SEM (1119),021-SEM (1457),001-LEC (1303),0
140,4,8,1,006-SEM (1090),001-LEC (1370),NA,1
141,4,8,1,001-SEM (1109),001-SEM (1114),NA,0
142,4,8,1,001-SEM (1521),001-SEM (1116),001-SEM (1113),0
143,4,10,5,001-SEM (1110),019-SEM (1455),001-SEM (1341),0
144,4,8,5,008-SEM (1512),001-SEM (1128),002-SEM (1474),0
145,4,10,1,001-SEM (1326),003-SEM (1507),002-SEM (1827),0
146,4,10,4,001-SEM (1556),001-SEM (1098),005-SEM (1489),0
147,4,10,4,001-SEM (1501),001-LEC (1064),001-LEC (1320),0
148,4,10,2,013-SEM (1183),001-LEC (1403),001-SEM (1409),0
149,4,8,4,002-SEM (1092),001-LEC (1349),NA,1
150,4,10,3,022-SEM (1192),001-SEM (1111),002-SEM (1557),0
151,4,8,5,001-LEC (1337),001-SEM (1342),NA,0
152,4,8,4,006-SEM (1510),003-LEC (1385),001-SEM (1078),0
153,4,8,2,001-SEM (1114),003-SEM (1299),NA,0
154,4,10,3,001-SEM (1327),001-SEM (1101),001-SEM (1114),0
155,4,8,2,007-SEM (1511),001-SEM (1055),001-SEM (1125),0
156,4,8,2,003-LEC (1354),004-SEM (1056),NA,1
157,4,10,4,001-LEC (1389),006-LEC (1396),001-LEC (1348),0
158,4,8,5,014-SEM (1450),001-SEM (1535),002-LEC (1352),0
159,4,10,5,001-LEC (1348),001-SEM (1097),008-SEM (1492),0
160,4,8,5,001-LEC (1303),013-SEM (1183),NA,0
161,4,10,1,001-SEM (1361),002-SEM (1365),001-LEC (1029),0
162,4,8,5,001-SEM (1350),001-SEM (1104),NA,0
163,4,10,1,012-SEM (1448),003-LEC (1328),001-SEM (1382),0
164,4,8,3,001-LEC (1403),001-LEC (1066),NA,0
165,4,8,5,001-SEM (1098),002-SEM (1557),002-SEM (1129),0
166,4,8,2,001-SEM (1350),001-SEM (1063),NA,0
167,4,8,2,002-SEM (1472),001-SEM (1051),014-SEM (1450),0
168,4,10,5,017-SEM (1453),013-SEM (1449),024-SEM (1194),0
169,4,8,2,001-LEC (1389),002-SEM (1827),002-SEM (1526),0
170,4,10,4,001-SEM (1098),006-LEC (1396),001-SEM (1075),0
171,4,8,5,001-SEM (1065),001-SEM (1409),NA,0
172,4,8,3,001-SEM (1082),023-SEM (1193),NA,0
173,4,8,3,001-SEM (1934),002-SEM (1405),001-LEC (1374),0
174,4,10,1,001-SEM (1121),006-LEC (1396),022-SEM (1458),0
175,4,8,2,005-LEC (1368),001-SEM (1067),NA,0
176,4,8,2,001-SEM (1395),004-SEM (1488),002-SEM (1123),0
177,4,8,1,001-SEM (1479),005-LEC (1368),002-SEM (1073),0
178,4,8,4,001-SEM (1391),001-SEM (1084),NA,0
179,4,8,2,020-SEM (1190),001-SEM (1119),NA,0
180,4,10,1,001-SEM (1401),001-SEM (1109),004-SEM (1508),0
181,4,10,3,002-SEM (1476),001-SEM (1482),001-SEM (1097),0
182,4,8,4,001-SEM (1367),002-SEM (1318),NA,1
183,4,8,1,001-SEM (1124),008-SEM (1202),NA,0
184,4,8,2,001-SEM (1334),002-SEM (1825),001-SEM (1118),0
185,4,8,4,001-SEM (1343),001-SEM (1081),NA,0
186,4,8,5,001-SEM (1345),026-SEM (1462),006-SEM (1198),0
187,4,8,1,001-SEM (1390),004-SEM (1936),004-SEM (1488),0
188,4,8,3,006-SEM (1510),014-SEM (1450),002-SEM (1093),0
189,4,10,5,001-SEM (1384),001-SEM (1524),001-SEM (1535),0
190,4,8,4,001-SEM (1081),001-SEM (1050),NA,0
191,4,8,5,001-LEC (1061),003-SEM (1507),001-SEM (1088),0
192,4,10,5,004-LEC (1387),005-SEM (1059),001-SEM (1113),0
193,4,8,2,001-LEC (1403),007-SEM (1491),016-SEM (1452),0
194,4,10,5,001-SEM (1084),001-SEM (1115),004-SEM (1508),0
195,4,8,4,001-SEM (1079),001-SEM (1537),NA,0
196,4,8,5,002-SEM (1526),001-SEM (1055),006-LEC (1396),0
197,4,10,5,001-LEC (1348),001-SEM (1124),001-SEM (1097),0
198,4,8,4,001-SEM (1358),017-SEM (1453),013-SEM (1183),0
199,4,8,5,002-SEM (1393),001-SEM (1051),NA,0
200,4,8,4,001-SEM (1390),001-LEC (1068),NA,0
201,4,8,3,002-SEM (1086),001-SEM (1342),NA,0
202,4,10,4,001-SEM (1327),001-SEM (1390),001-SEM (1051),0
203,4,8,2,001-SEM (1485),011-SEM (1447),001-SEM (1114),0
204,4,10,2,001-SEM (1109),001-SEM (1401),001-SEM (1114),0
205,4,8,3,001-SEM (1054),002-SEM (1474),001-LEC (1061),0
206,4,10,4,001-SEM (1343),001-LEC (1370),020-SEM (1190),0
207,4,8,1,006-SEM (1090),001-SEM (1382),NA,1
208,4,10,4,006-SEM (1198),002-SEM (1086),001-SEM (1521),0
209,4,8,4,006-SEM (1090),001-SEM (1524),024-SEM (1460),0
210,4,10,3,020-SEM (1456),007-SEM (1443),008-SEM (1202),0
211,4,10,3,002-SEM (1827),006-SEM (1490),001-SEM (1108),0
212,4,10,3,006-LEC (1396),001-SEM (1085),018-SEM (1188),0
213,4,8,3,001-SEM (1125),024-SEM (1460),006-LEC (1396),0
214,4,10,2,001-SEM (1350),001-SEM (1050),001-SEM (1535),0
215,4,8,3,016-SEM (1186),002-SEM (1486),002-SEM (1474),0
216,4,10,3,006-SEM (1090),022-SEM (1192),001-SEM (1341),0
217,4,8,4,002-SEM (1332),001-SEM (1080),NA,0
218,4,8,1,001-SEM (1407),001-SEM (1113),NA,0
219,4,8,3,002-SEM (1092),024-SEM (1460),001-SEM (1410),0
220,4,8,2,001-SEM (1410),001-SEM (1480),002-SEM (1129),0
221,4,10,3,007-SEM (1511),001-LEC (1064),001-SEM (1341),0
222,4,8,2,020-SEM (1190),013-SEM (1449),001-SEM (1479),0
223,4,8,5,002-SEM (1095),003-LEC (1385),NA,1
224,4,8,2,001-SEM (1479),019-SEM (1189),001-SEM (1051),0
225,4,8,4,006-SEM (1442),001-SEM (1326),006-SEM (1510),0
226,4,10,1,001-SEM (1359),005-LEC (1368),022-SEM (1192),0
227,4,10,5,001-SEM (1106),001-LEC (1374),001-LEC (1324),0
228,4,10,2,005-SEM (1199),001-SEM (1052),001-SEM (1535),0
229,4,8,1,002-SEM (1414),018-SEM (1188),002-SEM (1506),0
230,4,10,2,004-SEM (1056),002-SEM (1123),001-SEM (1409),0
231,4,8,1,018-SEM (1188),001-SEM (1122),NA,0
232,4,8,5,001-SEM (1479),002-SEM (1827),005-SEM (1441),0
233,4,10,3,002-SEM (1526),004-LEC (1387),001-SEM (1531),0
234,4,10,3,015-SEM (1185),014-SEM (1184),001-SEM (1381),0
235,4,10,3,001-SEM (1097),001-SEM (1413),001-SEM (1098),0
236,4,10,4,001-SEM (1537),002-SEM (1093),001-LEC (1337),0
237,4,8,5,002-SEM (1365),001-LEC (1064),NA,0
238,4,10,4,013-SEM (1183),001-SEM (1413),002-SEM (1092),0
239,4,10,1,001-SEM (1406),004-SEM (1488),001-SEM (1391),0
240,4,8,4,001-SEM (1051),005-SEM (1489),001-SEM (1098),0
241,4,8,1,001-SEM (1391),001-SEM (1115),NA,0
242,4,10,4,014-SEM (1184),001-SEM (1505),001-SEM (1080),0
243,4,10,3,001-SEM (1051),001-SEM (1521),006-LEC (1396),0
244,4,10,1,002-SEM (1318),001-SEM (1091),002-SEM (1365),0
245,4,10,2,007-SEM (1511),008-SEM (1492),001-SEM (1050),0
246,4,10,5,001-SEM (1525),004-SEM (1936),022-SEM (1458),0
247,4,10,3,001-SEM (1404),008-SEM (1444),002-SEM (1557),0
248,4,10,4,019-SEM (1455),001-SEM (1390),001-LEC (1568),0
249,4,10,1,001-LEC (1320),001-SEM (1531),001-SEM (1084),0
250,4,8,4,001-SEM (1384),002-LEC (1352),NA,0
251,4,8,1,001-SEM (1391),001-SEM (1334),NA,0
252,4,10,4,002-SEM (1470),005-SEM (1509),004-SEM (1056),0
253,4,10,4,018-SEM (1454),001-SEM (1384),005-LEC (1307),0
254,4,10,3,024-SEM (1194),010-SEM (1446),001-SEM (1341),0
255,4,8,4,001-SEM (1091),002-SEM (1086),NA,0
256,4,10,2,001-SEM (1535),004-SEM (1056),008-SEM (1492),0
257,4,8,5,001-SEM (1525),001-SEM (1048),001-SEM (1108),0
258,4,8,4,003-SEM (1439),002-SEM (1095),001-SEM (1501),0
259,4,8,3,001-SEM (1327),001-SEM (1118),NA,1
260,4,10,3,026-SEM (1462),001-LEC (1398),002-SEM (1526),0
261,4,10,2,001-LEC (1302),001-SEM (1104),001-SEM (1346),0
262,4,8,4,001-SEM (1350),005-LEC (1368),NA,1
263,4,8,4,001-SEM (1485),001-LEC (1348),001-SEM (1099),0
264,4,10,2,002-SEM (1311),004-SEM (1488),001-SEM (1052),0
265,4,8,4,015-SEM (1451),002-SEM (1414),001-LEC (1374),0
266,4,10,2,003-SEM (1507),001-SEM (1128),002-SEM (1825),0
267,4,10,2,001-SEM (1409),002-SEM (1484),002-SEM (1827),0
268,4,10,1,004-SEM (1936),019-SEM (1189),001-LEC (1348),0
269,4,10,1,002-SEM (1095),001-SEM (1104),021-SEM (1191),0
270,4,8,4,019-SEM (1455),001-LEC (1068),002-SEM (1086),0
271,4,10,2,001-SEM (1361),006-SEM (1442),022-SEM (1192),0
272,4,8,3,021-SEM (1457),008-SEM (1512),001-SEM (1535),0
273,4,10,2,001-SEM (1113),001-SEM (1407),016-SEM (1452),0
274,4,10,1,026-SEM (1462),001-SEM (1326),001-LEC (1337),0
275,4,8,4,001-LEC (1374),001-LEC (1337),NA,1
276,4,8,3,001-SEM (1099),001-SEM (1091),NA,0
277,4,8,1,001-SEM (1121),004-SEM (1440),001-SEM (1099),0
278,4,8,5,022-SEM (1458),001-SEM (1078),005-LEC (1368),0
279,4,10,5,002-SEM (1074),001-SEM (1118),023-SEM (1193),0
280,4,10,5,001-SEM (1065),001-SEM (1106),001-SEM (1105),0
281,4,8,2,003-SEM (1507),002-SEM (1470),002-SEM (1476),0
282,4,8,4,001-SEM (1053),001-SEM (1376),NA,0
283,4,10,1,007-SEM (1201),003-SEM (1377),004-SEM (1508),0
284,4,8,3,024-SEM (1460),001-LEC (1061),002-SEM (1405),0
285,4,10,2,003-SEM (1507),004-SEM (1508),001-SEM (1409),0
286,4,10,1,002-SEM (1405),002-SEM (1557),001-LEC (1066),0
287,4,8,1,023-SEM (1193),003-SEM (1439),001-SEM (1118),0
288,4,8,3,023-SEM (1459),007-SEM (1201),002-SEM (1095),0
289,4,10,2,001-SEM (1345),001-SEM (1121),005-LEC (1307),0
290,4,10,4,001-SEM (1327),001-SEM (1359),001-SEM (1345),0
291,4,8,1,001-SEM (1505),001-LEC (1370),001-SEM (1327),0
292,4,8,2,001-SEM (1485),001-SEM (1407),001-SEM (1125),0
293,4,8,1,001-SEM (1556),006-SEM (1198),002-SEM (1405),0
294,4,8,3,023-SEM (1459),007-SEM (1201),001-SEM (1111),0
295,4,10,3,001-LEC (1403),007-SEM (1511),001-SEM (1480),0
296,4,8,3,002-SEM (1087),001-SEM (1079),NA,0
297,4,10,1,001-SEM (1098),023-SEM (1459),006-SEM (1490),0
298,4,10,3,005-SEM (1441),002-SEM (1557),024-SEM (1194),0
299,4,10,5,001-SEM (1052),001-SEM (1327),001-SEM (1109),0
300,4,8,5,001-SEM (1501),001-SEM (1048),001-SEM (1358),0
301,3,8,5,021-SEM (1191),001-SEM (1359),NA,0
302,3,10,4,007-SEM (1201),005-LEC (1307),017-SEM (1453),0
303,3,10,4,001-SEM (1521),001-SEM (1341),001-SEM (1081),0
304,3,8,4,001-SEM (1075),014-SEM (1184),NA,0
305,3,8,2,005-SEM (1059),001-SEM (1115),NA,0
306,3,10,2,001-SEM (1106),001-SEM (1121),001-SEM (1346),0
307,3,8,4,018-SEM (1454),001-SEM (1345),003-SEM (1507),0
308,3,8,4,001-SEM (1096),004-SEM (1440),001-SEM (1485),0
309,3,10,5,001-SEM (1394),011-SEM (1447),003-SEM (1507),0
310,3,8,1,008-SEM (1202),012-SEM (1448),002-SEM (1087),0
311,3,8,5,001-LEC (1068),007-SEM (1443),005-LEC (1307),0
312,3,10,2,007-SEM (1491),012-SEM (1448),001-SEM (1479),0
313,3,10,3,016-SEM (1186),018-SEM (1454),002-SEM (1827),0
314,3,10,3,001-SEM (1504),001-SEM (1346),002-SEM (1073),0
315,3,10,1,006-SEM (1490),001-SEM (1099),001-SEM (1128),0
316,3,8,1,001-LEC (1403),001-SEM (1367),NA,0
317,3,10,3,001-SEM (1048),001-SEM (1394),001-SEM (1085),0
318,3,10,5,001-SEM (1110),001-SEM (1343),001-SEM (1099),0
319,3,8,4,015-SEM (1185),001-SEM (1051),NA,0
320,3,8,1,006-SEM (1442),001-SEM (1409),021-SEM (1191),0
321,3,8,2,021-SEM (1191),002-SEM (1474),010-SEM (1446),0
322,3,10,4,017-SEM (1453),001-SEM (1485),001-LEC (1068),0
323,3,8,4,001-SEM (1525),006-SEM (1490),001-LEC (1324),0
324,3,8,2,008-SEM (1202),001-SEM (1112),NA,0
325,3,8,1,001-SEM (1096),001-LEC (1324),NA,0
326,3,8,2,001-SEM (1501),001-SEM (1067),001-SEM (1535),0
327,3,10,5,001-SEM (1376),001-LEC (1370),004-LEC (1387),1
328,3,8,4,006-SEM (1510),001-SEM (1525),002-SEM (1414),0
329,3,8,1,021-SEM (1457),002-SEM (1123),024-SEM (1194),0
330,3,8,3,001-SEM (1088),026-SEM (1462),023-SEM (1193),0
331,3,10,1,001-SEM (1392),005-LEC (1368),001-LEC (1303),1
332,3,10,4,003-LEC (1328),001-SEM (1381),002-SEM (1095),1
333,3,10,5,001-SEM (1342),001-SEM (1326),019-SEM (1455),0
334,3,10,3,003-SEM (1439),016-SEM (1452),001-SEM (1524),0
335,3,8,5,001-SEM (1350),001-SEM (1358),NA,1
336,3,10,3,001-SEM (1088),004-SEM (1440),001-SEM (1053),0
337,3,10,3,002-SEM (1486),024-SEM (1460),001-SEM (1063),0
338,3,10,2,001-SEM (1346),001-SEM (1407),001-SEM (1048),0
339,3,10,5,007-SEM (1201),002-SEM (1332),004-LEC (1305),1
340,3,10,4,002-SEM (1060),001-SEM (1082),001-SEM (1485),0
341,3,10,2,009-SEM (1445),001-LEC (1568),001-SEM (1055),0
342,3,8,1,001-SEM (1524),001-SEM (1110),020-SEM (1190),0
343,3,8,4,005-SEM (1509),018-SEM (1454),006-SEM (1198),0
344,3,8,1,006-SEM (1090),001-SEM (1407),NA,0
345,3,8,5,002-SEM (1086),007-SEM (1511),001-SEM (1367),0
346,3,10,1,001-SEM (1079),001-SEM (1391),001-SEM (1541),0
347,3,8,4,001-SEM (1525),001-SEM (1052),005-LEC (1307),0
348,3,8,5,002-SEM (1365),024-SEM (1460),001-SEM (1115),0
349,3,8,1,001-SEM (1096),001-SEM (1078),NA,0
350,3,10,5,001-SEM (1048),001-LEC (1126),001-SEM (1342),0
351,3,8,3,010-SEM (1446),001-SEM (1346),002-LEC (1352),0
352,3,10,2,001-SEM (1108),008-SEM (1492),002-SEM (1311),0
353,3,10,3,001-SEM (1053),002-SEM (1095),001-SEM (1054),0
354,3,10,4,001-SEM (1101),018-SEM (1454),001-SEM (1345),0
355,3,10,5,001-LEC (1374),003-SEM (1527),001-LEC (1389),0
356,3,10,4,005-SEM (1509),001-SEM (1096),001-SEM (1076),0
357,3,8,2,001-LEC (1403),002-SEM (1129),NA,0
358,3,10,1,001-SEM (1081),002-SEM (1095),001-SEM (1505),0
359,3,8,2,001-SEM (1409),001-SEM (1525),020-SEM (1190),0
360,3,8,5,002-SEM (1123),003-SEM (1377),NA,0
361,3,8,4,001-LEC (1349),001-SEM (1346),NA,1
362,3,8,2,014-SEM (1184),001-SEM (1118),NA,0
363,3,10,5,001-LEC (1126),002-SEM (1484),009-SEM (1445),0
364,3,10,1,021-SEM (1457),002-SEM (1476),016-SEM (1186),0
365,3,10,4,020-SEM (1456),002-SEM (1484),001-SEM (1053),0
366,3,10,5,001-SEM (1112),001-SEM (1501),001-LEC (1398),0
367,3,8,5,006-SEM (1090),002-SEM (1129),NA,1
368,3,8,5,002-SEM (1073),007-SEM (1443),005-SEM (1441),0
369,3,10,5,001-SEM (1384),001-SEM (1407),003-SEM (1439),0
370,3,8,4,002-SEM (1311),001-SEM (1091),NA,0
371,3,8,5,002-SEM (1405),001-SEM (1098),NA,0
372,3,10,4,001-SEM (1050),001-SEM (1067),006-SEM (1198),0
373,3,8,2,001-LEC (1403),001-SEM (1480),022-SEM (1192),0
374,3,10,1,002-SEM (1486),001-SEM (1113),001-SEM (1480),0
375,3,8,3,001-SEM (1109),002-SEM (1332),NA,0
376,3,8,3,001-SEM (1053),002-SEM (1060),NA,0
377,3,8,2,002-SEM (1405),001-SEM (1063),NA,0
378,3,8,3,001-SEM (1535),015-SEM (1451),001-SEM (1341),0
379,3,10,3,005-SEM (1441),002-SEM (1095),001-SEM (1409),0
380,3,10,5,003-SEM (1527),024-SEM (1194),003-LEC (1328),0
381,3,8,5,002-SEM (1311),008-SEM (1492),001-SEM (1125),0
382,3,10,1,003-SEM (1299),001-LEC (1370),002-SEM (1318),1
383,3,10,3,001-SEM (1076),004-LEC (1387),001-SEM (1559),0
384,3,10,1,023-SEM (1459),001-SEM (1531),001-SEM (1080),0
385,3,10,2,001-SEM (1479),001-SEM (1050),002-SEM (1484),0
386,3,10,5,004-SEM (1440),011-SEM (1447),002-SEM (1486),0
387,3,8,4,003-SEM (1299),001-SEM (1381),NA,1
388,3,8,5,001-SEM (1076),001-SEM (1050),NA,0
389,3,10,4,001-SEM (1065),006-SEM (1490),002-SEM (1506),0
390,3,8,3,001-SEM (1327),002-SEM (1129),NA,1
391,3,8,4,001-SEM (1342),001-LEC (1389),NA,0
