Student Number,Grade,Total Units,Avoided Time Slot,Selected Course 1,Selected Course 2,Selected Course 3,Success
59,4,10,1,001-LEC (1398),002-SEM (1060),001-SEM (1078),1
60,4,8,4,008-SEM (1444),001-LEC (1374),020-SEM (1190),0
61,4,8,2,004-SEM (1056),002-SEM (1129),NA,1
62,4,10,2,010-SEM (1446),003-SEM (1507),001-SEM (1343),0
63,4,8,1,001-SEM (1108),005-SEM (1489),001-SEM (1082),0
64,4,10,5,022-SEM (1192),003-SEM (1377),001-LEC (1373),0
65,4,10,2,001-SEM (1934),001-LEC (1398),001-LEC (1312),0
66,4,10,4,001-LEC (1064),001-SEM (1341),020-SEM (1190),0
67,4,10,2,001-SEM (1063),005-SEM (1199),001-SEM (1110),0
68,4,10,5,001-SEM (1394),001-SEM (1327),001-SEM (1501),0
69,4,8,2,001-SEM (1121),001-SEM (1342),NA,0
70,4,10,4,001-SEM (1382),008-SEM (1512),003-SEM (1299),0
71,4,8,2,001-SEM (1067),001-SEM (1535),001-SEM (1052),1
72,4,10,1,002-SEM (1474),004-SEM (1936),001-SEM (1124),0
73,4,10,4,001-SEM (1078),001-LEC (1068),020-SEM (1456),0
74,4,10,3,001-LEC (1389),006-SEM (1490),022-SEM (1192),0
75,4,10,1,001-SEM (1401),001-SEM (1361),007-SEM (1491),0
76,4,8,5,001-SEM (1407),002-SEM (1093),NA,0
77,4,10,5,003-SEM (1377),001-SEM (1097),001-SEM (1485),0
78,4,8,3,006-SEM (1198),001-SEM (1109),NA,0
79,4,8,5,001-SEM (1079),002-SEM (1526),001-LEC (1312),0
80,4,10,2,002-SEM (1484),002-SEM (1123),001-SEM (1537),1
81,4,10,1,016-SEM (1186),001-LEC (1373),002-SEM (1123),0
82,4,10,5,001-SEM (1116),002-SEM (1486),001-SEM (1119),1
83,4,8,2,001-SEM (1334),001-LEC (1061),NA,1
84,4,10,3,004-SEM (1936),001-SEM (1113),001-SEM (1096),1
85,4,10,1,001-SEM (1406),001-SEM (1119),001-SEM (1081),0
86,4,8,2,001-SEM (1105),006-SEM (1442),001-SEM (1122),0
87,4,8,1,015-SEM (1185),001-SEM (1381),NA,0
88,4,8,3,001-SEM (1088),001-SEM (1384),NA,1
89,4,8,1,001-SEM (1407),002-SEM (1093),NA,0
90,4,10,1,001-SEM (1125),002-SEM (1557),003-SEM (1507),0
91,4,10,5,001-SEM (1091),022-SEM (1458),006-SEM (1510),0
92,4,8,5,005-SEM (1059),001-SEM (1106),NA,1
93,4,8,4,002-SEM (1087),001-LEC (1389),NA,1
94,4,10,4,003-SEM (1487),017-SEM (1453),005-SEM (1441),0
95,4,8,3,001-SEM (1048),008-SEM (1444),010-SEM (1446),0
96,4,10,3,001-SEM (1098),001-SEM (1114),002-LEC (1352),1
97,4,10,2,001-SEM (1108),001-SEM (1501),002-SEM (1470),0
98,4,8,5,001-SEM (1537),022-SEM (1192),NA,0
99,4,8,5,016-SEM (1186),001-SEM (1410),NA,0
100,4,10,3,003-SEM (1487),006-SEM (1090),001-LEC (1349),0
101,4,8,1,001-SEM (1116),002-SEM (1073),NA,1
102,4,10,4,002-SEM (1086),003-SEM (1377),001-SEM (1326),1
103,4,10,4,003-LEC (1385),015-SEM (1185),001-SEM (1101),0
104,4,10,3,001-SEM (1409),001-SEM (1081),002-LEC (1352),0
105,4,8,4,001-SEM (1326),004-SEM (1936),001-LEC (1312),1
106,4,10,2,004-LEC (1305),001-SEM (1105),005-SEM (1199),0
107,4,8,4,001-SEM (1390),001-LEC (1064),NA,0
108,4,8,4,009-SEM (1445),001-SEM (1559),001-SEM (1050),0
109,4,10,5,001-LEC (1373),001-LEC (1061),002-SEM (1474),0
110,4,10,2,001-SEM (1122),004-SEM (1508),003-SEM (1299),0
111,4,10,3,001-LEC (1303),016-SEM (1452),001-SEM (1122),0
112,4,8,3,001-SEM (1121),002-SEM (1825),001-SEM (1050),0
113,4,8,3,002-SEM (1526),003-LEC (1328),001-SEM (1376),0
114,4,10,1,003-SEM (1439),001-SEM (1392),001-SEM (1413),0
115,4,10,1,001-LEC (1303),011-SEM (1447),001-SEM (1124),0
116,4,10,3,001-SEM (1124),002-SEM (1318),001-SEM (1113),1
117,4,8,4,002-SEM (1093),002-SEM (1060),NA,1
118,4,10,2,008-SEM (1444),001-SEM (1334),002-SEM (1472),0
119,4,10,3,002-SEM (1472),001-SEM (1088),001-LEC (1064),1
120,4,10,5,007-SEM (1443),002-SEM (1474),002-SEM (1526),0
121,4,10,2,001-SEM (1067),026-SEM (1462),004-SEM (1488),0
122,4,10,5,001-SEM (1075),001-SEM (1051),014-SEM (1450),0
123,4,10,3,003-LEC (1328),008-SEM (1202),022-SEM (1192),0
124,4,8,2,001-SEM (1118),001-LEC (1312),NA,1
125,4,8,1,001-LEC (1126),001-SEM (1376),NA,1
126,4,10,4,001-LEC (1374),003-LEC (1328),001-SEM (1075),1
127,4,8,4,001-LEC (1302),004-SEM (1440),001-SEM (1099),0
128,4,8,4,002-SEM (1393),005-SEM (1059),NA,1
129,4,8,3,001-SEM (1384),016-SEM (1452),001-SEM (1559),0
130,4,10,2,007-SEM (1511),004-SEM (1508),001-SEM (1121),0
131,4,8,4,002-SEM (1557),002-SEM (1365),001-SEM (1384),0
132,4,10,5,005-LEC (1368),018-SEM (1188),014-SEM (1450),0
133,4,8,3,001-SEM (1078),003-SEM (1527),001-SEM (1116),0
134,4,10,2,001-SEM (1053),006-SEM (1442),004-LEC (1305),0
135,4,8,3,001-LEC (1403),001-SEM (1392),NA,0
136,4,10,2,001-SEM (1052),001-LEC (1398),001-SEM (1053),0
137,4,10,3,015-SEM (1185),001-SEM (1382),004-LEC (1305),0
138,4,10,1,001-SEM (1112),001-SEM (1535),001-LEC (1374),1
139,4,8,4,006-SEM (1510),002-SEM (1074),001-SEM (1050),0
140,4,8,2,001-SEM (1395),001-SEM (1521),019-SEM (1189),0
141,4,8,3,001-SEM (1111),008-SEM (1512),001-SEM (1050),0
142,4,8,5,023-SEM (1459),001-SEM (1479),001-SEM (1326),0
143,4,8,3,005-SEM (1509),002-SEM (1095),001-LEC (1337),0
144,4,10,4,001-SEM (1359),003-SEM (1507),001-SEM (1556),0
145,4,8,3,002-SEM (1093),015-SEM (1451),001-SEM (1106),0
146,4,8,1,001-LEC (1126),001-SEM (1382),NA,1
147,4,10,5,001-SEM (1359),004-LEC (1387),001-SEM (1505),0
148,4,10,2,001-SEM (1401),011-SEM (1447),002-SEM (1526),0
149,4,8,4,001-SEM (1485),001-LEC (1064),003-LEC (1385),0
150,4,10,4,001-SEM (1505),001-SEM (1096),001-SEM (1367),0
151,4,8,1,002-LEC (1352),008-SEM (1202),NA,1
152,4,10,4,001-SEM (1392),001-SEM (1078),004-SEM (1056),0
153,4,10,2,002-SEM (1123),013-SEM (1183),023-SEM (1193),0
154,4,10,2,024-SEM (1194),009-SEM (1445),001-SEM (1537),0
155,4,8,2,001-SEM (1051),001-LEC (1302),NA,0
156,4,8,1,002-SEM (1414),001-LEC (1568),001-SEM (1358),0
157,4,8,2,001-LEC (1403),001-LEC (1389),NA,0
158,4,8,4,005-SEM (1059),002-SEM (1484),001-SEM (1052),0
159,4,8,1,001-SEM (1359),019-SEM (1189),NA,0
160,4,10,3,005-SEM (1441),001-LEC (1303),001-SEM (1099),0
161,4,8,1,001-SEM (1559),001-SEM (1112),NA,1
162,4,8,4,001-SEM (1083),002-SEM (1318),NA,1
163,4,10,2,001-LEC (1126),023-SEM (1193),020-SEM (1190),0
164,4,10,1,013-SEM (1449),002-SEM (1087),015-SEM (1185),0
165,4,10,3,004-SEM (1936),021-SEM (1457),004-SEM (1440),0
166,4,8,5,001-SEM (1382),018-SEM (1188),NA,0
167,4,8,3,005-SEM (1489),001-SEM (1406),001-SEM (1053),0
168,4,8,4,013-SEM (1183),001-LEC (1312),NA,0
169,4,8,4,001-LEC (1389),001-SEM (1076),NA,0
170,4,8,5,002-SEM (1092),001-LEC (1302),NA,1
171,4,10,4,001-SEM (1524),002-SEM (1318),001-SEM (1051),0
172,4,8,4,001-SEM (1382),002-SEM (1414),002-SEM (1484),0
173,4,8,4,001-SEM (1342),001-SEM (1101),NA,0
174,4,8,3,001-SEM (1113),013-SEM (1183),NA,0
175,4,8,4,001-SEM (1082),002-SEM (1557),001-SEM (1050),0
176,4,8,2,001-SEM (1112),001-LEC (1403),NA,0
177,4,8,4,002-SEM (1414),001-SEM (1390),002-SEM (1093),0
178,4,10,5,001-SEM (1327),001-SEM (1413),001-SEM (1128),0
179,4,8,4,001-SEM (1556),001-LEC (1389),006-SEM (1510),0
180,4,10,3,001-SEM (1084),003-LEC (1328),001-SEM (1346),1
181,4,10,2,001-SEM (1121),007-SEM (1511),026-SEM (1462),0
182,4,10,1,001-LEC (1068),001-LEC (1349),002-SEM (1365),1
183,4,8,5,001-SEM (1381),002-SEM (1825),001-SEM (1055),0
184,4,8,5,021-SEM (1191),005-SEM (1199),NA,0
185,4,10,1,001-SEM (1556),002-SEM (1093),001-SEM (1358),1
186,4,8,4,001-SEM (1334),001-SEM (1076),NA,0
187,4,8,4,002-SEM (1393),007-SEM (1491),001-SEM (1052),0
188,4,8,4,001-LEC (1312),002-LEC (1352),NA,1
189,4,8,1,018-SEM (1454),001-SEM (1384),001-SEM (1525),0
190,4,8,1,024-SEM (1460),001-SEM (1404),001-SEM (1115),1
191,4,10,1,001-LEC (1370),001-SEM (1394),001-SEM (1118),1
192,4,8,2,001-SEM (1109),015-SEM (1451),022-SEM (1192),0
193,4,8,4,001-SEM (1394),019-SEM (1455),001-SEM (1531),0
194,4,10,2,001-SEM (1342),001-SEM (1119),014-SEM (1184),0
195,4,10,1,002-SEM (1486),023-SEM (1193),003-SEM (1507),0
196,4,8,2,007-SEM (1511),002-SEM (1472),003-SEM (1507),0
197,4,8,4,002-SEM (1087),001-SEM (1413),013-SEM (1449),0
198,4,8,2,010-SEM (1446),002-SEM (1825),014-SEM (1184),0
199,4,8,3,002-SEM (1526),001-SEM (1115),002-SEM (1393),0
200,4,10,2,003-SEM (1507),001-SEM (1116),001-SEM (1341),0
201,4,8,2,001-SEM (1113),001-SEM (1334),NA,0
202,4,10,3,025-SEM (1461),001-SEM (1390),023-SEM (1459),0
203,4,8,1,003-LEC (1354),003-SEM (1487),002-SEM (1092),0
204,4,8,3,023-SEM (1459),001-SEM (1096),003-SEM (1377),0
205,4,10,4,002-SEM (1414),001-SEM (1524),001-SEM (1097),0
206,4,10,2,001-SEM (1406),001-SEM (1121),001-SEM (1119),1
207,4,8,1,025-SEM (1461),023-SEM (1193),002-SEM (1393),0
208,4,8,1,001-SEM (1404),003-SEM (1487),002-SEM (1095),0
209,4,8,3,001-SEM (1079),015-SEM (1451),001-SEM (1521),0
210,4,8,2,001-SEM (1342),001-SEM (1482),005-LEC (1368),0
211,4,8,5,005-LEC (1368),022-SEM (1458),001-SEM (1067),0
212,4,10,4,002-SEM (1393),001-SEM (1091),008-SEM (1444),0
213,4,10,3,025-SEM (1461),026-SEM (1462),008-SEM (1492),0
214,4,8,4,001-LEC (1064),003-LEC (1385),NA,0
215,4,8,5,018-SEM (1188),004-SEM (1508),001-SEM (1115),0
216,4,10,3,001-SEM (1350),005-SEM (1489),001-SEM (1482),0
217,4,10,1,002-SEM (1484),018-SEM (1454),009-SEM (1445),0
218,4,10,5,007-SEM (1511),001-SEM (1504),001-SEM (1524),0
219,4,8,3,001-SEM (1115),001-LEC (1374),NA,1
220,4,8,4,002-SEM (1086),001-SEM (1343),NA,1
221,4,8,5,001-SEM (1078),001-SEM (1934),001-SEM (1096),0
222,4,10,4,013-SEM (1449),001-SEM (1346),001-LEC (1324),0
223,4,8,5,001-SEM (1367),023-SEM (1459),019-SEM (1455),0
224,4,8,4,001-SEM (1525),002-SEM (1557),006-SEM (1442),0
225,4,8,2,001-SEM (1410),001-LEC (1302),NA,0
226,4,8,3,001-SEM (1361),007-SEM (1443),001-SEM (1051),0
227,4,10,4,006-SEM (1490),001-SEM (1334),001-SEM (1346),0
228,4,10,5,013-SEM (1183),013-SEM (1449),018-SEM (1188),0
229,4,8,4,005-LEC (1368),006-SEM (1442),001-SEM (1505),0
230,4,8,3,002-SEM (1393),001-SEM (1119),NA,1
231,4,8,2,024-SEM (1194),001-SEM (1118),NA,0
232,4,8,3,023-SEM (1193),002-SEM (1405),NA,1
233,4,8,1,001-SEM (1105),001-SEM (1099),NA,1
234,4,8,5,002-SEM (1405),002-SEM (1486),024-SEM (1460),1
235,4,8,3,008-SEM (1492),001-LEC (1029),001-SEM (1350),0
236,4,8,1,001-LEC (1349),001-SEM (1390),NA,0
237,4,10,1,022-SEM (1192),011-SEM (1447),001-SEM (1535),0
238,4,10,3,001-SEM (1110),002-SEM (1526),002-SEM (1123),0
239,4,8,3,002-SEM (1123),001-SEM (1091),NA,0
240,4,10,1,001-SEM (1382),004-SEM (1488),023-SEM (1459),0
241,4,10,5,001-LEC (1398),014-SEM (1450),005-SEM (1441),0
242,4,8,5,001-SEM (1085),001-SEM (1480),001-SEM (1350),0
243,4,8,3,001-LEC (1373),005-SEM (1489),007-SEM (1443),0
244,4,10,3,001-SEM (1482),002-SEM (1087),001-SEM (1088),1
245,4,10,2,004-SEM (1508),001-LEC (1061),001-SEM (1537),0
246,4,8,1,001-SEM (1124),002-SEM (1506),002-SEM (1474),0
247,4,8,5,002-SEM (1484),001-SEM (1541),001-SEM (1391),0
248,4,8,4,002-SEM (1365),001-SEM (1327),NA,1
249,4,10,3,001-SEM (1361),002-SEM (1087),003-SEM (1527),0
250,4,8,2,002-SEM (1311),001-SEM (1525),022-SEM (1192),0
251,4,10,1,001-SEM (1075),001-SEM (1406),001-SEM (1384),1
252,4,10,2,001-SEM (1521),021-SEM (1191),002-SEM (1506),0
253,4,8,1,002-SEM (1123),005-SEM (1199),NA,0
254,4,10,2,001-SEM (1115),005-SEM (1199),022-SEM (1192),0
255,4,8,2,003-SEM (1299),004-LEC (1305),NA,1
256,4,10,4,005-LEC (1368),003-SEM (1439),001-LEC (1373),0
257,4,8,4,002-SEM (1060),001-SEM (1091),NA,0
258,4,10,1,001-SEM (1108),001-SEM (1390),001-LEC (1324),0
259,4,8,1,005-SEM (1509),001-SEM (1479),019-SEM (1189),0
260,4,10,3,003-SEM (1377),001-SEM (1541),001-SEM (1114),1
261,4,8,5,001-SEM (1392),003-SEM (1439),022-SEM (1192),0
262,4,8,3,005-SEM (1199),001-SEM (1401),NA,0
263,4,10,5,002-SEM (1365),001-SEM (1404),006-LEC (1396),1
264,4,10,1,001-LEC (1403),001-LEC (1303),001-SEM (1122),0
265,4,8,3,002-SEM (1526),022-SEM (1458),026-SEM (1462),0
266,4,10,2,002-SEM (1470),013-SEM (1449),001-SEM (1115),0
267,4,10,2,005-LEC (1368),001-SEM (1504),001-LEC (1302),0
268,4,10,1,001-SEM (1113),001-LEC (1337),001-SEM (1413),0
269,4,10,1,001-SEM (1119),002-SEM (1486),001-SEM (1382),1
270,4,8,2,014-SEM (1184),001-SEM (1480),002-SEM (1827),0
271,4,8,5,016-SEM (1452),002-SEM (1506),001-SEM (1111),0
272,4,8,1,001-SEM (1125),001-LEC (1568),NA,1
273,4,10,5,001-SEM (1537),001-SEM (1055),001-SEM (1521),0
274,4,8,4,007-SEM (1491),002-SEM (1311),019-SEM (1455),0
275,4,10,5,001-LEC (1348),002-SEM (1086),005-SEM (1059),1
276,4,10,1,001-SEM (1114),001-SEM (1327),001-SEM (1361),1
277,4,8,1,024-SEM (1194),001-SEM (1076),NA,0
278,4,10,1,002-SEM (1506),025-SEM (1461),001-SEM (1327),0
279,4,10,1,002-SEM (1470),020-SEM (1456),001-SEM (1054),0
280,4,8,1,002-SEM (1474),004-SEM (1488),001-SEM (1401),0
281,4,8,5,016-SEM (1452),003-LEC (1328),001-SEM (1394),0
282,4,8,1,001-SEM (1078),001-SEM (1479),006-SEM (1490),0
283,4,10,4,002-SEM (1393),007-SEM (1443),002-SEM (1093),0
284,4,10,3,002-SEM (1086),001-SEM (1505),001-SEM (1055),0
285,4,8,4,001-LEC (1066),002-SEM (1332),NA,1
286,4,10,1,002-SEM (1074),015-SEM (1185),001-SEM (1413),0
287,4,8,1,001-SEM (1482),002-SEM (1087),001-SEM (1104),0
288,4,8,2,004-LEC (1305),001-SEM (1501),006-SEM (1442),0
289,4,8,5,001-SEM (1381),008-SEM (1512),001-SEM (1114),0
290,4,10,3,001-SEM (1083),001-LEC (1370),002-SEM (1405),1
291,4,10,3,003-SEM (1377),008-SEM (1202),001-SEM (1108),1
292,4,10,4,001-SEM (1083),003-SEM (1377),005-SEM (1059),1
293,4,8,5,016-SEM (1452),002-SEM (1472),004-SEM (1488),0
294,4,8,1,002-SEM (1095),001-SEM (1088),NA,1
295,4,8,5,001-SEM (1327),001-SEM (1055),NA,0
296,4,8,4,005-SEM (1059),018-SEM (1188),NA,0
297,4,8,5,001-SEM (1343),019-SEM (1455),001-SEM (1401),1
298,4,10,1,001-SEM (1382),025-SEM (1461),007-SEM (1201),0
299,4,10,3,024-SEM (1460),001-LEC (1302),006-LEC (1396),1
300,4,10,3,001-SEM (1052),001-SEM (1531),002-SEM (1486),0
301,3,10,5,023-SEM (1459),007-SEM (1443),001-SEM (1390),0
302,3,10,2,001-SEM (1525),001-SEM (1934),001-SEM (1342),0
303,3,8,1,003-SEM (1507),002-SEM (1484),001-SEM (1078),0
304,3,10,1,002-SEM (1414),002-SEM (1073),001-SEM (1106),0
305,3,8,4,001-LEC (1066),009-SEM (1445),001-SEM (1063),0
306,3,10,4,004-SEM (1488),001-SEM (1413),001-SEM (1559),0
307,3,8,1,001-SEM (1085),003-SEM (1299),NA,1
308,3,8,2,001-SEM (1409),002-SEM (1827),004-SEM (1488),0
309,3,10,2,001-SEM (1482),001-LEC (1061),001-SEM (1406),1
310,3,8,4,002-SEM (1086),001-SEM (1524),001-SEM (1082),0
311,3,8,5,001-SEM (1413),001-LEC (1398),003-LEC (1385),0
312,3,10,3,001-LEC (1068),016-SEM (1452),004-LEC (1387),0
313,3,10,5,022-SEM (1458),006-SEM (1490),001-SEM (1051),0
314,3,10,3,001-SEM (1075),001-SEM (1382),001-SEM (1404),1
315,3,10,4,002-SEM (1086),006-SEM (1490),013-SEM (1183),0
316,3,8,2,009-SEM (1445),007-SEM (1491),005-SEM (1059),0
317,3,8,1,001-SEM (1406),005-SEM (1489),002-SEM (1129),0
318,3,8,3,001-SEM (1535),001-SEM (1097),002-SEM (1332),1
319,3,8,2,001-SEM (1110),001-SEM (1521),001-SEM (1055),0
320,3,8,2,007-SEM (1443),001-SEM (1105),001-SEM (1480),0
321,3,10,2,002-SEM (1470),001-LEC (1403),005-SEM (1199),0
322,3,8,5,002-SEM (1365),001-SEM (1084),NA,1
323,3,8,4,001-SEM (1081),001-SEM (1050),NA,0
324,3,8,4,001-SEM (1050),002-SEM (1470),001-SEM (1334),0
325,3,8,3,005-SEM (1489),001-SEM (1524),001-SEM (1350),0
326,3,10,5,001-SEM (1096),002-SEM (1332),002-SEM (1405),1
327,3,10,2,003-SEM (1299),001-SEM (1118),001-SEM (1105),1
328,3,8,4,021-SEM (1457),001-SEM (1505),009-SEM (1445),0
329,3,10,4,001-SEM (1097),007-SEM (1491),019-SEM (1455),0
330,3,10,1,001-SEM (1088),004-SEM (1488),002-SEM (1557),0
331,3,10,4,006-SEM (1090),003-SEM (1507),001-SEM (1525),0
332,3,8,3,002-SEM (1476),001-SEM (1535),001-SEM (1359),1
333,3,10,4,001-LEC (1320),023-SEM (1459),001-SEM (1085),0
334,3,8,1,005-SEM (1489),001-SEM (1535),023-SEM (1459),0
335,3,8,3,001-LEC (1349),001-SEM (1390),NA,0
336,3,10,3,001-LEC (1302),001-SEM (1480),001-SEM (1075),0
337,3,8,5,001-LEC (1337),004-SEM (1488),001-SEM (1531),0
338,3,10,5,004-SEM (1488),023-SEM (1193),001-SEM (1075),0
339,3,10,2,005-LEC (1307),001-SEM (1125),004-SEM (1488),0
340,3,8,2,003-LEC (1354),001-SEM (1053),NA,0
341,3,8,4,001-SEM (1391),001-LEC (1312),NA,1
342,3,8,4,015-SEM (1451),002-SEM (1365),002-SEM (1087),0
343,3,10,1,002-SEM (1129),001-SEM (1096),017-SEM (1453),1
344,3,10,2,002-SEM (1470),015-SEM (1451),002-SEM (1825),0
345,3,10,3,004-SEM (1440),001-SEM (1113),003-SEM (1439),0
346,3,10,1,001-SEM (1088),025-SEM (1461),001-SEM (1098),0
347,3,10,2,001-SEM (1367),001-SEM (1504),001-SEM (1053),0
348,3,8,1,002-SEM (1405),019-SEM (1189),NA,0
349,3,8,5,001-SEM (1392),001-SEM (1395),NA,1
350,3,8,5,008-SEM (1202),002-SEM (1093),NA,1
351,3,10,5,001-SEM (1541),005-SEM (1059),001-SEM (1521),0
352,3,10,4,001-SEM (1350),002-SEM (1086),014-SEM (1184),0
353,3,10,1,003-LEC (1385),001-SEM (1504),001-SEM (1479),0
354,3,8,2,010-SEM (1446),009-SEM (1445),001-SEM (1345),0
355,3,10,2,003-SEM (1507),001-SEM (1112),001-LEC (1061),0
356,3,10,4,003-LEC (1354),006-SEM (1442),001-SEM (1341),0
357,3,10,1,009-SEM (1445),023-SEM (1459),002-SEM (1557),0
358,3,10,1,020-SEM (1190),001-SEM (1404),004-SEM (1440),0
359,3,10,5,023-SEM (1459),007-SEM (1511),002-SEM (1506),0
360,3,10,1,003-LEC (1328),001-SEM (1080),007-SEM (1491),0
361,3,8,3,001-SEM (1524),004-SEM (1508),001-LEC (1337),0
362,3,8,1,001-SEM (1096),001-SEM (1934),001-SEM (1078),0
363,3,10,2,002-SEM (1484),001-SEM (1115),002-SEM (1311),0
364,3,8,1,001-SEM (1105),008-SEM (1492),006-LEC (1396),0
365,3,8,4,001-SEM (1334),020-SEM (1456),001-LEC (1348),1
366,3,10,4,001-SEM (1531),001-SEM (1075),020-SEM (1190),0
367,3,10,1,003-SEM (1487),001-SEM (1099),001-SEM (1535),0
368,3,10,1,001-SEM (1113),002-SEM (1092),003-SEM (1527),0
369,3,8,3,001-SEM (1108),024-SEM (1460),016-SEM (1452),0
370,3,10,4,005-SEM (1059),002-SEM (1484),023-SEM (1459),0
371,3,10,3,001-SEM (1343),001-SEM (1084),001-SEM (1409),1
372,3,10,1,001-SEM (1535),008-SEM (1512),010-SEM (1446),0
373,3,10,5,001-LEC (1324),001-SEM (1479),007-SEM (1201),0
374,3,8,1,001-SEM (1535),001-SEM (1110),001-SEM (1080),0
375,3,8,4,001-SEM (1524),001-SEM (1346),001-SEM (1091),0
376,3,10,5,016-SEM (1186),014-SEM (1184),001-LEC (1370),0
377,3,10,1,015-SEM (1185),020-SEM (1456),001-SEM (1413),0
378,3,8,3,003-SEM (1377),001-SEM (1118),NA,1
379,3,10,3,001-SEM (1341),006-SEM (1198),005-SEM (1489),0
380,3,8,3,001-SEM (1395),026-SEM (1462),001-SEM (1413),0
381,3,10,3,001-SEM (1406),001-SEM (1341),001-SEM (1050),0
382,3,8,5,004-SEM (1936),005-SEM (1199),001-SEM (1112),0
383,3,8,5,019-SEM (1189),001-LEC (1348),NA,0
384,3,10,2,008-SEM (1492),008-SEM (1444),001-SEM (1482),0
385,3,8,3,002-SEM (1123),013-SEM (1183),NA,0
386,3,8,4,001-LEC (1061),001-SEM (1079),NA,1
387,3,8,3,001-LEC (1389),001-LEC (1324),NA,1
388,3,8,2,001-SEM (1051),001-SEM (1504),001-SEM (1106),0
389,3,10,4,001-SEM (1345),006-SEM (1090),015-SEM (1451),0
